,beta_factor,Mean_mag_MF,MB1_MF,MB2_MF,MB3_MF,init_state_num,initial_state
0,5.0,0.980332195336314,0.9999458843369418,0.998624034606571,0.9424266670654291,0,[0.64369875 0.64369875 0.64369875 ... 0.91260302 0.91260302 0.91260302]
0,5.0,0.2828415223680018,0.999936064135399,0.8430585304512996,-0.9944700274826933,1,"[ 0.17984625  0.17984625  0.17984625 ... -0.14133855 -0.14133855
 -0.14133855]"
0,5.0,0.2828588535491485,0.9999360762089917,0.8431091740050914,-0.9944686895666374,2,"[-0.326508   -0.326508   -0.326508   ... -0.23952701 -0.23952701
 -0.23952701]"
0,5.0,0.28284337324382003,0.9999360656062095,0.8430639272773933,-0.9944698731521423,3,"[ 0.98540175  0.98540175  0.98540175 ... -0.6554406  -0.6554406
 -0.6554406 ]"
0,5.0,-0.9874872989086233,-0.9639042578146599,-0.9986436707077977,-0.9999139682034126,4,"[-0.85085186 -0.85085186 -0.85085186 ... -0.75316228 -0.75316228
 -0.75316228]"
0,5.0,0.9803328326466811,0.9999458843406392,0.9986240434429619,0.9424285701564423,5,[0.26903743 0.26903743 0.26903743 ... 0.98183127 0.98183127 0.98183127]
0,5.0,-0.2754268317898474,0.9966395989840894,-0.8230254148610675,-0.9998946794925644,6,"[ 0.85991125  0.85991125  0.85991125 ... -0.21023547 -0.21023547
 -0.21023547]"
0,5.0,0.9803322746551758,0.9999458843384429,0.9986240373003384,0.9424269023267459,7,"[-0.07684058 -0.07684058 -0.07684058 ...  0.56072705  0.56072705
  0.56072705]"
0,5.0,0.28284184960904496,0.9999360644313436,0.8430594822531162,-0.9944699978573253,8,"[-0.02561218 -0.02561218 -0.02561218 ... -0.47600059 -0.47600059
 -0.47600059]"
0,5.0,0.9803322476195411,0.9999458843387292,0.9986240373578668,0.9424268211620271,9,[0.82161228 0.82161228 0.82161228 ... 0.6422438  0.6422438  0.6422438 ]
0,5.0,0.282857102793009,0.9999360750059414,0.8431040575499732,-0.9944688241768875,10,"[-0.6230632  -0.6230632  -0.6230632  ... -0.28958122 -0.28958122
 -0.28958122]"
0,5.0,-0.2754260207739515,0.9966396833022579,-0.8230230663654423,-0.9998946792586701,11,"[ 0.94842526  0.94842526  0.94842526 ... -0.62486021 -0.62486021
 -0.62486021]"
0,5.0,0.2828563796000018,0.9999360745029843,0.8431019444544309,-0.9944688801574096,12,"[ 0.77888495  0.77888495  0.77888495 ... -0.38150723 -0.38150723
 -0.38150723]"
0,5.0,-0.9874871548606924,-0.9639038257907653,-0.9986436705879039,-0.9999139682034075,13,"[-0.99847123 -0.99847123 -0.99847123 ... -0.70919273 -0.70919273
 -0.70919273]"
0,5.0,0.9803320736456461,0.9999458843372356,0.9986240345630654,0.9424263020366374,14,"[-0.59313235 -0.59313235 -0.59313235 ...  0.74618876  0.74618876
  0.74618876]"
0,5.0,0.9803316030721152,0.9999458843348242,0.9986240285288358,0.9424248963526856,15,[0.40057888 0.40057888 0.40057888 ... 0.654272   0.654272   0.654272  ]
0,5.0,0.2828399716793051,0.9999360630845437,0.8430539964653174,-0.9944701445119457,16,"[-0.00834721 -0.00834721 -0.00834721 ... -0.44879379 -0.44879379
 -0.44879379]"
0,5.0,0.28285420071708933,0.9999360729700615,0.8430955790677913,-0.9944690498865846,17,"[ 0.84948163  0.84948163  0.84948163 ... -0.01423825 -0.01423825
 -0.01423825]"
0,5.0,0.28285879438232303,0.9999360761685473,0.8431090010815688,-0.9944686941031469,18,"[-0.4911238  -0.4911238  -0.4911238  ... -0.23347309 -0.23347309
 -0.23347309]"
0,5.0,0.2828546444323251,0.9999360732933734,0.8430968745822051,-0.994469014578603,19,"[-0.40485057 -0.40485057 -0.40485057 ... -0.61826011 -0.61826011
 -0.61826011]"
0,5.0,0.9803321152304888,0.9999458843377275,0.9986240353585434,0.9424264259951957,20,"[-0.76361474 -0.76361474 -0.76361474 ...  0.48827184  0.48827184
  0.48827184]"
0,5.0,0.28285612856922543,0.9999360743151151,0.8431012118831724,-0.9944689004906112,21,[0.1810411  0.1810411  0.1810411  ... 0.24649429 0.24649429 0.24649429]
0,5.0,-0.27542408270157104,0.9966398760491919,-0.8230174454425666,-0.9998946787113385,22,"[ 0.27671064  0.27671064  0.27671064 ... -0.86502131 -0.86502131
 -0.86502131]"
0,5.0,0.9803321932048501,0.9999458843380957,0.9986240363339303,0.9424266589425244,23,[0.7610772  0.7610772  0.7610772  ... 0.52774544 0.52774544 0.52774544]
0,5.0,0.28285880292894094,0.999936076183773,0.8431090254075019,-0.9944686928044526,24,"[-0.49222276 -0.49222276 -0.49222276 ... -0.14240968 -0.14240968
 -0.14240968]"
0,5.0,-0.27543826697647233,0.9966384447633484,-0.8230585629449294,-0.9998946827478362,25,"[-0.23579871 -0.23579871 -0.23579871 ... -0.51146667 -0.51146667
 -0.51146667]"
0,5.0,-0.9874873326173726,-0.9639043589129983,-0.998643670735706,-0.9999139682034136,26,"[-0.84131683 -0.84131683 -0.84131683 ...  0.4834096   0.4834096
  0.4834096 ]"
0,5.0,0.28284275461946534,0.9999360650031174,0.8430621311162696,-0.994469932260991,27,"[ 0.23003145  0.23003145  0.23003145 ... -0.98323384 -0.98323384
 -0.98323384]"
0,5.0,0.28285664067720784,0.9999360748994022,0.8431026923390015,-0.99446884520678,28,"[ 0.35675394  0.35675394  0.35675394 ... -0.5381831  -0.5381831
 -0.5381831 ]"
0,5.0,-0.987487181001192,-0.9639039041955317,-0.9986436706046351,-0.9999139682034088,29,"[-0.65020698 -0.65020698 -0.65020698 ...  0.68852001  0.68852001
  0.68852001]"
0,5.0,0.2828582011357698,0.9999360757552189,0.843107267768942,-0.9944687401168515,30,"[ 0.96517958  0.96517958  0.96517958 ... -0.30526116 -0.30526116
 -0.30526116]"
0,5.0,0.9803314838659044,0.9999458843341671,0.9986240269357611,0.9424245403277854,31,[0.56044916 0.56044916 0.56044916 ... 0.6328848  0.6328848  0.6328848 ]
0,5.0,0.9803309898951466,0.9999458843315189,0.9986240203853228,0.9424230649685985,32,[-0.0325461 -0.0325461 -0.0325461 ...  0.5745269  0.5745269  0.5745269]
0,5.0,-0.9874869775461015,-0.9639032940039521,-0.9986436704309497,-0.9999139682034024,33,"[-0.79953071 -0.79953071 -0.79953071 ... -0.26803331 -0.26803331
 -0.26803331]"
0,5.0,0.2828590918489602,0.9999360763753239,0.8431098702298033,-0.9944686710582468,34,"[ 0.20861369  0.20861369  0.20861369 ... -0.21435411 -0.21435411
 -0.21435411]"
0,5.0,0.9803317042882289,0.9999458843359601,0.9986240302792533,0.9424251982494731,35,[-0.214054  -0.214054  -0.214054  ...  0.2901568  0.2901568  0.2901568]
0,5.0,0.28285896474996386,0.9999360762896814,0.8431094986798473,-0.994468680719637,36,"[-0.21223198 -0.21223198 -0.21223198 ... -0.19199678 -0.19199678
 -0.19199678]"
0,5.0,-0.9874873389443705,-0.9639043778900864,-0.998643670739611,-0.9999139682034138,37,"[-0.72777369 -0.72777369 -0.72777369 ... -0.33116121 -0.33116121
 -0.33116121]"
