,beta_factor,Mean_mag_MF,MB1_MF,MB2_MF,MB3_MF,init_state_num,initial_state
0,5.0,0.9809926573970521,0.9998865166162255,0.9986086750244456,0.9444827805504851,0,"[-0.04427599 -0.04427599 -0.04427599 ...  0.85569799  0.85569799
  0.85569799]"
0,5.0,0.9809931424791525,0.999886516628257,0.9986086800670614,0.9444842307421389,1,[0.79193993 0.79193993 0.79193993 ... 0.71340499 0.71340499 0.71340499]
0,5.0,0.2955395175121078,0.9998722320227248,0.8773646146419299,-0.9906182941283314,2,"[-0.16284395 -0.16284395 -0.16284395 ... -0.20401872 -0.20401872
 -0.20401872]"
0,5.0,0.9809938403491277,0.9998865166347868,0.9986086837800059,0.9444863206325903,3,[0.01148403 0.01148403 0.01148403 ... 0.92997785 0.92997785 0.92997785]
0,5.0,-0.9786235718677934,-0.9374997598024066,-0.9984709679550176,-0.9998999878459556,4,"[-0.41156862 -0.41156862 -0.41156862 ... -0.7113692  -0.7113692
 -0.7113692 ]"
0,5.0,0.2955383150339028,0.999872230843864,0.8773611853742037,-0.9906184711163593,5,"[-0.97181541 -0.97181541 -0.97181541 ...  0.12899664  0.12899664
  0.12899664]"
0,5.0,0.9809918553436959,0.9998865166130176,0.9986086722440045,0.9444803771740655,6,[0.5891567  0.5891567  0.5891567  ... 0.58364208 0.58364208 0.58364208]
0,5.0,0.2955397818483798,0.9998722322663935,0.8773653671478823,-0.9906182538691367,7,"[ 0.39152843  0.39152843  0.39152843 ... -0.18703426 -0.18703426
 -0.18703426]"
0,5.0,-0.2948543063701795,0.9917284835763241,-0.8764087065870197,-0.9998826960998427,8,"[ 0.29554127  0.29554127  0.29554127 ... -0.35636007 -0.35636007
 -0.35636007]"
0,5.0,-0.9786231058901607,-0.937498364216005,-0.9984709656085581,-0.9998999878459189,9,"[-0.65479076 -0.65479076 -0.65479076 ... -0.5171625  -0.5171625
 -0.5171625 ]"
0,5.0,0.29553897521110134,0.9998722314847412,0.8773630676958298,-0.9906183735472675,10,"[-0.18615601 -0.18615601 -0.18615601 ... -0.35936135 -0.35936135
 -0.35936135]"
0,5.0,0.2955391076994149,0.9998722316357548,0.877363447310797,-0.9906183558483073,11,"[ 0.96498189  0.96498189  0.96498189 ... -0.24981796 -0.24981796
 -0.24981796]"
0,5.0,0.29553997726058695,0.9998722327285424,0.877365944184391,-0.9906182451311727,12,"[ 0.714969    0.714969    0.714969   ... -0.49593384 -0.49593384
 -0.49593384]"
0,5.0,0.29553956583941776,0.9998722324048304,0.8773647816172874,-0.9906183165038643,13,"[ 0.58571136  0.58571136  0.58571136 ... -0.28497767 -0.28497767
 -0.28497767]"
0,5.0,0.29553792137184726,0.9998722305644355,0.8773600695557029,-0.9906185360045967,14,"[-0.33944613 -0.33944613 -0.33944613 ... -0.46269975 -0.46269975
 -0.46269975]"
0,5.0,0.29554016842492586,0.9998722327084455,0.8773664731101991,-0.9906182005438672,15,[0.61655603 0.61655603 0.61655603 ... 0.08824277 0.08824277 0.08824277]
0,5.0,0.9809935732946097,0.9998865166333109,0.99860868269577,0.9444855205547482,16,"[-0.02415702 -0.02415702 -0.02415702 ...  0.77677287  0.77677287
  0.77677287]"
0,5.0,0.9809936342371507,0.9998865166336296,0.9986086829639009,0.9444857031139215,17,"[-0.63123112 -0.63123112 -0.63123112 ...  0.79641009  0.79641009
  0.79641009]"
0,5.0,0.29553855772294907,0.9998722311019559,0.8773618786677864,-0.9906184366008951,18,"[-0.10776556 -0.10776556 -0.10776556 ... -0.44201822 -0.44201822
 -0.44201822]"
0,5.0,0.29554015106864584,0.9998722328817377,0.8773664372961264,-0.9906182169719264,19,"[ 0.21766235  0.21766235  0.21766235 ... -0.54358853 -0.54358853
 -0.54358853]"
0,5.0,-0.9786227143184498,-0.9374971914887914,-0.9984709636206789,-0.9998999878458795,20,"[-0.97246497 -0.97246497 -0.97246497 ...  0.87696378  0.87696378
  0.87696378]"
0,5.0,0.2955395650878686,0.999872232333618,0.8773647663697104,-0.9906183034397228,21,"[-0.31394378 -0.31394378 -0.31394378 ... -0.65052737 -0.65052737
 -0.65052737]"
0,5.0,-0.2948558375717782,0.9917276444427213,-0.8764124606465249,-0.999882696511531,22,"[-0.31609433 -0.31609433 -0.31609433 ...  0.43354163  0.43354163
  0.43354163]"
0,5.0,0.29553778976604905,0.9998722304388781,0.8773596944675396,-0.9906185556082704,23,"[ 0.39861525  0.39861525  0.39861525 ... -0.49320793 -0.49320793
 -0.49320793]"
0,5.0,-0.29485445934971893,0.9917284292220195,-0.8764091111456187,-0.9998826961255577,24,"[ 0.38472024  0.38472024  0.38472024 ... -0.15070177 -0.15070177
 -0.15070177]"
0,5.0,-0.29485415174811075,0.9917285817507354,-0.8764083409375952,-0.9998826960574724,25,"[-0.25615576 -0.25615576 -0.25615576 ... -0.88469039 -0.88469039
 -0.88469039]"
0,5.0,0.9809916781155646,0.9998865166217683,0.9986086734187003,0.9444798443062257,26,[0.26329325 0.26329325 0.26329325 ... 0.22717739 0.22717739 0.22717739]
0,5.0,-0.2948541873165633,0.9917285519466325,-0.8764084178282252,-0.9998826960680972,27,"[ 0.29662551  0.29662551  0.29662551 ... -0.7011064  -0.7011064
 -0.7011064 ]"
0,5.0,0.2955376908277914,0.9998722303347617,0.877359411267619,-0.9906185691190065,28,"[ 0.02835009  0.02835009  0.02835009 ... -0.63209312 -0.63209312
 -0.63209312]"
0,5.0,0.29554037503973024,0.999872232866893,0.8773670592544949,-0.9906181670021974,29,"[-0.07432176 -0.07432176 -0.07432176 ... -0.00542163 -0.00542163
 -0.00542163]"
0,5.0,-0.9786235745632855,-0.9374997679450088,-0.9984709678988922,-0.9998999878459551,30,"[-0.67697846 -0.67697846 -0.67697846 ... -0.47623919 -0.47623919
 -0.47623919]"
0,5.0,0.295540107546299,0.9998722325758129,0.877366294915619,-0.9906182048525345,31,"[ 0.68905389  0.68905389  0.68905389 ... -0.14672168 -0.14672168
 -0.14672168]"
