,beta_factor,init_cond,magnetisation,m1,m2,m3,susB1,susB2,susB3,m_fp_convergence
0,4.25,"[0.9755886063508306, 0.013189047116860309, 0.0886754024528873]",0.3224982925788689,0.9998818491865799,0.9658397196858368,-0.9982266911358099,0.0031782366983048307,0.9988371160939996,0.04810732090348994,"[0.3591510186401927, 0.3528632793807453, 0.3151947703168701, 0.32098407543149127, 0.3222793864213212, 0.3224678901071308, 0.32249453608422074, 0.3224982925788689]"
0,4.4375,"[0.9755886063508306, 0.013189047116860309, 0.0886754024528873]",0.3244443538952884,0.9999238249462031,0.9720999461998995,-0.9986907094602374,0.0025399452904548876,0.9990306903435493,0.043945744158140815,"[0.3591510186401927, 0.35590665921321446, 0.3184479183289089, 0.32340227330429067, 0.3243160066892175, 0.32442905252306425, 0.3244427075749943, 0.3244443538952884]"
0,4.625,"[0.9755886063508306, 0.013189047116860309, 0.0886754024528873]",0.32602385049579524,0.9999508309823186,0.9771546250108137,-0.9990339045057468,0.002023320469624482,0.9991992393407995,0.039959808245851186,"[0.3591510186401927, 0.358803829442428, 0.3211676910634452, 0.325314829302574, 0.3259500346848891, 0.32601694157674205, 0.32602385049579524]"
0,4.8125,"[0.9755886063508306, 0.013189047116860309, 0.0886754024528873]",0.3273125215100265,0.9999682345013251,0.9812568486562794,-0.9992875186275252,0.001607589331514739,0.9993432357838434,0.036201004815039184,"[0.3591510186401927, 0.3615482383060143, 0.3234248673726268, 0.3268337804797557, 0.3272699134641521, 0.32730906473025756, 0.3273125215100265]"
0,5.0,"[0.9755886063508306, 0.013189047116860309, 0.0886754024528873]",0.3283663864179207,0.9999794618257523,0.9845945014975309,-0.9994748040695209,0.0012742976130086842,0.9994648503254188,0.03268622232044792,"[0.3591510186401927, 0.3641339351787513, 0.3252863698162655, 0.32804576439614136, 0.3283419948182251, 0.32836467418073706, 0.3283663864179207]"
0,0.5,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",3.4445490747677296e-06,0.23811731579757864,3.2448431063626005e-06,-0.2381102269934607,0.5635199087143331,0.6040590448001886,0.5635228326143261,"[0.6128635516169163, 0.23354477902160176, 0.08797497182725643, 0.032686931037467976, 0.012032140641062644, 0.004399115341529601, 0.0015997791489800277, 0.0005792164758081642, 0.0002089399517431386, 7.513680525348769e-05, 2.6948829511717436e-05, 9.643900407076597e-06, 3.4445490747677296e-06]"
0,0.6875,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",5.32612373347711e-06,0.3770991359655321,5.85845437204007e-06,-0.3770890160487037,0.5364911810115134,0.6514184961040294,0.536498980083314,"[0.6128635516169163, 0.32123056430124863, 0.16461553164112888, 0.0821739219451511, 0.04032554554577117, 0.01957814421319633, 0.009435797962822382, 0.004522723245264204, 0.002158394030570813, 0.0010264169505810883, 0.00048669217353797256, 0.00023022130385722908, 0.00010868777192522365, 5.122843089216955e-05, 2.4113545756802395e-05, 1.1337912591576535e-05, 5.32612373347711e-06]"
0,0.875,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",7.520430662100175e-06,0.5333245366593152,1.0482646685649064e-05,-0.5333124580140146,0.4752309166342118,0.7404710146396448,0.4752454653687311,"[0.6128635516169163, 0.40548633370102244, 0.25676242727593285, 0.15495494238378857, 0.0905233693155255, 0.051891764396875574, 0.029419673027779553, 0.016560980711666118, 0.009274891929309192, 0.00517381749276354, 0.0028770231462125575, 0.001595804382033661, 0.0008833739920586225, 0.0004882287661861125, 0.00026950503119131203, 0.00014862655086896512, 8.190453313431749e-05, 4.511039182508725e-05, 2.4834793776092507e-05, 1.366798637939907e-05, 7.520430662100175e-06]"
0,1.0625,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",1.5065195854591096e-05,0.6762163214157073,2.7255974380223173e-05,-0.6761983818025238,0.3709330497732811,0.8513504120313083,0.3709597667133378,"[0.6128635516169163, 0.48438208884733797, 0.3551732719824933, 0.24163676814584178, 0.1561799912641882, 0.09829317147336585, 0.06117123846801261, 0.03788893214879115, 0.023404581723256174, 0.014426626598135242, 0.00887622546184319, 0.005452743020914512, 0.0033454644339122965, 0.0020505850374443377, 0.0012559932924587718, 0.0007689037875121171, 0.00047054183122115695, 0.00028788223297622945, 0.00017609894810510784, 0.00010770808953005269, 6.58728268767191e-05, 4.02848781360469e-05, 2.4635602894192605e-05, 1.5065195854591096e-05]"
0,1.25,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",1.942517588112332e-05,0.7840842374230033,4.2599646221193605e-05,-0.7840685615415811,0.25184452838884974,0.9344179035021662,0.2518680510410444,"[0.6128635516169163, 0.5565009484847395, 0.4514156146377348, 0.33186405358615506, 0.22810100305954392, 0.15233376622171257, 0.10161607304550609, 0.06826549407245563, 0.04612220736048848, 0.031252502889203004, 0.021200207378686997, 0.014384583279714184, 0.009759094279458128, 0.006619687132519518, 0.004489355829500052, 0.003044141573161944, 0.0020639377767787868, 0.0013992432890316264, 0.0009485610859025032, 0.0006430140019117273, 0.00043587700363419596, 0.0002954606032711989, 0.00020027642607223228, 0.00013575518965436295, 9.201965009919544e-05, 6.237392005570275e-05, 4.227896683506316e-05, 2.8657936989917587e-05, 1.942517588112332e-05]"
0,1.4375,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",2.8368215767275256e-05,0.8574559472495955,6.986379168313419e-05,-0.8574407063939768,0.15564340845944435,0.9754711057354679,0.1556639048667031,"[0.6128635516169163, 0.621031630145963, 0.5399754775098521, 0.41976079073187117, 0.30112481746331393, 0.20942650666996546, 0.1480826358140069, 0.10758901846746327, 0.07960399371713589, 0.05945784762517962, 0.04461394380171505, 0.03354992362356365, 0.025257141101620622, 0.019024432683178476, 0.014333603991223224, 0.010800763134632482, 0.008139121877575964, 0.006133507668008353, 0.004622116469519673, 0.00348313351362887, 0.0026247955009949253, 0.001977957033362084, 0.0014905091503438772, 0.0011231800929620468, 0.0008463727312623126, 0.0006377815396994743, 0.00048059657290873875, 0.0003621497465552774, 0.0002728944922065028, 0.00020563670771341544, 0.00015495513395513694, 0.00011676451611671486, 8.79863869338952e-05, 6.630096460025214e-05, 4.9960184077657566e-05, 3.764680087910607e-05, 2.8368215767275256e-05]"
0,1.625,"[0.384052666852587, 0.6377274747048265, 0.8168105132933354]",4.862377184603842e-05,0.9056140233458398,0.00012826875811515823,-0.9055964207884168,0.0918495026401073,0.991525912155372,0.09186965978614613,"[0.6128635516169163, 0.677741096898039, 0.6184091815670011, 0.503841241753405, 0.37489364984332907, 0.2668775622559389, 0.19615138543984179, 0.15185338729504042, 0.12151821092146486, 0.09893181491425695, 0.08129454251113362, 0.06716860790949912, 0.055690313353512745, 0.04627957326439217, 0.03851867433380415, 0.03209311002592452, 0.026758798406904056, 0.022322222663549884, 0.018627597216786418, 0.015548137712807164, 0.012979860700381226, 0.010837015672164404, 0.009048615759992126, 0.007555737580788424, 0.006309379289899497, 0.0052687367579650575, 0.004399801364518341, 0.003674210519994799, 0.0030683001078781746, 0.0025623202863732653, 0.0021397846788986374, 0.0017869292122462872, 0.0014922615188091015, 0.0012461853942079177, 0.001040687605387891, 0.0008690765808007835, 0.0007257643215864787, 0.000606084347151222, 0.000506139699915901, 0.0004226760341847398, 0.0003529756428207002, 0.000294768963779779, 0.00024616068132528773, 0.00020556801389108129, 0.00017166917837777942, 0.00014336035252722942, 0.0001197197339640003, 9.997752566948126e-05, 8.349087065743592e-05, 6.97229197720306e-05, 5.822535109800686e-05, 4.862377184603842e-05]"
