,beta_factor,init_cond,magnetisation,m1,m2,m3,susB1,susB2,susB3,m_fp_convergence
0,2.9375,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.28419577752100994,0.9856366345100683,-0.8409436674298543,-0.9972802996432439,0.07246969755548384,0.9972835222613878,0.0131802565277314,"[-0.5706800770452455, -0.5235662371212181, -0.3530251423806827, -0.29535630102322885, -0.28736824622994855, -0.28544708670679836, -0.2847208758296142, -0.2844174438006687, -0.2842885057517453, -0.2842335308899977, -0.28421006961138245, -0.2842000538657625, -0.28419577752100994]"
0,3.125,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.2946259115317254,0.989283450656334,-0.874878580552799,-0.9982826046987113,0.07099843777059549,0.9974157035008051,0.011006191172646979,"[-0.5706800770452455, -0.5223955835167263, -0.3490660997041643, -0.30123888047700603, -0.29618235201401405, -0.295149180524849, -0.2948119254365686, -0.2946912882229197, -0.29464756328551206, -0.29463168212341373, -0.2946259115317254]"
0,3.3125,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.30251243959804175,0.9920285934913964,-0.9006565378517548,-0.9989093744337668,0.06833338635498842,0.9976210385711115,0.009100093931193818,"[-0.5706800770452455, -0.5203344410359906, -0.34539893600044297, -0.3064056926157854, -0.3032725344527443, -0.30273035065222687, -0.30257794495501966, -0.3025313202782131, -0.30251690356331207, -0.30251243959804175]"
0,3.5,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.308589988613472,0.9940830605824876,-0.9205485655696615,-0.9993044608532421,0.06487620326316546,0.9978654173534398,0.007462378990770834,"[-0.5706800770452455, -0.5175854259183562, -0.3421798682364637, -0.3108648754815143, -0.3089583940864367, -0.30867965088431243, -0.30861226933665514, -0.3085946413740737, -0.308589988613472]"
0,3.6875,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.31334127504919085,0.9956148986948723,-0.9360837498328647,-0.9995549740095802,0.06092784900617559,0.9981236725539375,0.0060771294967852125,"[-0.5706800770452455, -0.514308073152457, -0.3394747399991991, -0.31465982635238005, -0.3135178463778961, -0.31337706716900954, -0.31334781974980364, -0.31334127504919085]"
0,3.875,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3170959483414162,0.9967542342916125,-0.9483275534902897,-0.9997145258255713,0.05670664907175279,0.9983787628153743,0.004919543708086694,"[-0.5706800770452455, -0.5106285536386955, -0.33728698316526845, -0.3178553786744276, -0.317180801656543, -0.31711082933436907, -0.31709833956094047, -0.3170959483414162]"
0,4.0625,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3200925667813088,0.9975998408738831,-0.9580610412309449,-0.9998164999868646,0.05239800787403087,0.9986184175332627,0.003962945141581499,"[-0.5706800770452455, -0.5066471201207898, -0.3355805418162227, -0.3205255336888888, -0.3201320815529533, -0.3200978199406244, -0.3200925667813088]"
0,4.25,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3224992641944781,0.9982266661170356,-0.9658426071720221,-0.9998818515284478,0.04811240254809688,0.9988368706084289,0.003178464127589262,"[-0.5706800770452455, -0.502443803056107, -0.3342975786684983, -0.3227447438652912, -0.3225179731352947, -0.32250144099170597, -0.3224992641944781]"
0,4.4375,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3244455890939945,0.9986906458298208,-0.9721035872098127,-0.9999238259019916,0.0439540234421051,0.9990303252973747,0.002540267598647482,"[-0.5706800770452455, -0.49808277287688973, -0.33337129709103647, -0.3245826574018248, -0.32445344772357426, -0.3244455890939945]"
0,4.625,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.32602504226853185,0.9990338790239776,-0.9771581730298001,-0.999950832799773,0.039967442328332645,0.9991989334880625,0.002023578525751061,"[-0.5706800770452455, -0.4936156909282426, -0.33273456352094627, -0.3261015019726009, -0.3260287183766479, -0.32602504226853185]"
0,4.8125,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3273130099100563,0.9992875099370165,-0.9812583045707687,-0.9999682350964167,0.03620440289198184,0.9993431125208029,0.0016076904145030052,"[-0.5706800770452455, -0.4890842942461715, -0.33232517825330465, -0.32735521691783603, -0.3273146986164336, -0.3273130099100563]"
0,5.0,"[-0.07887112447057665, -0.9625081136675937, -0.6706609929975662]",-0.3283665846279133,0.9994748011571999,-0.984595093021594,-0.9999794620193457,0.032687713704142855,0.9994648015007285,0.0012743366530423514,"[-0.5706800770452455, -0.48452239906764377, -0.3320886494518918, -0.32838961790984006, -0.32836734377113747, -0.3283665846279133]"
0,0.5,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",3.0613163780150257e-06,0.2381140710538907,3.836563594682282e-06,-0.23810872366835134,0.5635205595615826,0.6040585005582391,0.5635227651610292,"[0.005037821636258026, 0.005011249966728822, 0.0035470670303641336, 0.0018585084537253622, 0.0008464001454248637, 0.00035765414946499024, 0.00014443173371222104, 5.660051792122367e-05, 2.171576654561025e-05, 8.202289427762985e-06, 3.0613163780150257e-06]"
0,0.6875,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",8.601848043206703e-06,0.3771007001920342,1.0232757245436418e-05,-0.37708512740515,0.536489368472334,0.6514180206801465,0.5365013698484994,"[0.005037821636258026, 0.00938185605534661, 0.009918036045162282, 0.007150246685516152, 0.0043336415162393655, 0.0024036660382930064, 0.001267276111077113, 0.0006472625426346782, 0.00032362549847334926, 0.00015939661524657275, 7.764868507244745e-05, 3.751350102865203e-05, 1.8008248961383828e-05, 8.601848043206703e-06]"
0,0.875,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",9.470775194012996e-06,0.533326277149411,1.3293770152452392e-05,-0.5333111585939815,0.4752289779827222,0.740471153052214,0.4752471882957566,"[0.005037821636258026, 0.014880657261899688, 0.02106898775942097, 0.018818877884090073, 0.013562822918244436, 0.008777749493879846, 0.005358654982359212, 0.003161276510246077, 0.0018254140087921404, 0.001039262355243357, 0.0005859895618804586, 0.0003281729762666015, 0.0001828950634364205, 0.00010157056332175489, 5.6261524405742946e-05, 3.110488047423458e-05, 1.7172519063154052e-05, 9.470775194012996e-06]"
0,1.0625,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",9.823027483498356e-06,0.6762124474351576,1.77725364529172e-05,-0.6762007508891601,0.3709383205101394,0.8513498701850052,0.3709557398303626,"[0.005037821636258026, 0.021292839291311445, 0.037644706500794545, 0.03862148139048516, 0.030535814561180596, 0.021345310001214906, 0.014053163992694887, 0.00897017601532261, 0.005628889955963778, 0.003497404245890586, 0.0021601201336356826, 0.0013292593265121038, 0.0008160909791743073, 0.0005003036985281965, 0.00030642684235049344, 0.00018757045662394964, 0.00011477299530782137, 7.021208718242337e-05, 4.294559515150009e-05, 2.6265392950845328e-05, 1.606286206616107e-05, 9.823027483498356e-06]"
0,1.25,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",1.7897351461996596e-05,0.784083502649489,3.92490929801005e-05,-0.7840690596880832,0.2518455791583811,0.9344178357460438,0.251867251738012,"[0.005037821636258026, 0.028383859887943768, 0.0594911273096694, 0.06613864315801092, 0.054622054141532796, 0.04005170403678482, 0.02806291018102432, 0.01930991596932848, 0.013184553205479546, 0.008970304234529417, 0.006092513035544071, 0.004134284447278998, 0.002804133246312642, 0.001901443158355461, 0.0012891494413586797, 0.0008739470870575694, 0.0005924395814029815, 0.0004015954807932154, 0.00027222288141474465, 0.00018452478140736547, 0.0001250780323493276, 8.47822479702609e-05, 5.746814612868819e-05, 3.895366829879491e-05, 2.640394435260429e-05, 1.7897351461996596e-05]"
0,1.4375,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",2.3615910480649187e-05,0.8574544913438432,5.816003551484701e-05,-0.8574418036479161,0.15564532143484094,0.9754710431570184,0.15566238427315526,"[0.005037821636258026, 0.03591688673382657, 0.0856420060297139, 0.0988515089404638, 0.08377590114313042, 0.06485533740552381, 0.04912278841669404, 0.037032656969470445, 0.027897198415753516, 0.021016316270532503, 0.015834820362476704, 0.011931985949317844, 0.008991561664150308, 0.0067758948206280145, 0.005106221208321012, 0.0038479575660239997, 0.0028997270808192774, 0.0021851432034943143, 0.0016466409515761467, 0.0012408368221751287, 0.0009350347544468951, 0.0007045935795525852, 0.0005309430143282853, 0.00040008826913355094, 0.00030148291292460733, 0.00022717932453749276, 0.0001711883896075017, 0.00012899692369305882, 9.720398157334979e-05, 7.324677256392853e-05, 5.519410989133592e-05, 4.159075694924278e-05, 3.134013060390739e-05, 2.3615910480649187e-05]"
0,1.625,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",4.741647216096231e-05,0.9056137852062692,0.0001250839161039106,-0.9055966197058902,0.09184977244899192,0.9915259085349146,0.09186942911045481,"[0.005037821636258026, 0.04366659058514847, 0.11452726590509281, 0.13340194477559045, 0.1161497453925439, 0.09598498641337105, 0.07910834340480581, 0.06542013048449451, 0.05426361097756904, 0.04510572319953662, 0.037548199593782604, 0.03128823028370157, 0.026089818195666692, 0.021765372640842218, 0.01816360984519057, 0.015161254717231065, 0.01265711248091613, 0.010567680397314224, 0.008823802234767308, 0.007368056675144914, 0.006152680900488779, 0.00513789667439372, 0.004290547039820347, 0.003582977734432724, 0.0029921145122352075, 0.002498699192216569, 0.002086655451978318, 0.0017425613557510156, 0.0014552100883806391, 0.0012152438185346244, 0.0010148483285832288, 0.0008474982181402672, 0.0007077442440531027, 0.0005910357937049341, 0.0004935726676088178, 0.0004121813213756968, 0.00034421152458463666, 0.0002874500649602263, 0.00024004868458371575, 0.00020046390004047066, 0.00016740674627258034, 0.00013980080749239251, 0.00011674716855832508, 9.749514564142785e-05, 8.141784321739436e-05, 6.799174156709349e-05, 5.67796501953118e-05, 4.741647216096231e-05]"
0,1.8125,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.00010649644741422826,0.9370781842129043,0.0002930909921157168,-0.9370517858627774,0.05293008290962736,0.9971931361234864,0.052955222512852014,"[0.005037821636258026, 0.05142909432252044, 0.14432138281791387, 0.16685280732540583, 0.1498830552638819, 0.13195289033579224, 0.11707908346427413, 0.10466962629408823, 0.09411070088444547, 0.08498583438143754, 0.07700666197751627, 0.06996483342103425, 0.06370459607718015, 0.05810630582125039, 0.053075935087386804, 0.04853811874565169, 0.044431399893258915, 0.04070489613962606, 0.03731591057757585, 0.034228186713004906, 0.03141061182733155, 0.028836238523449815, 0.026481535822501494, 0.024325808349999162, 0.02235074026998755, 0.020540032942184833, 0.018879113792957775, 0.017354899870725693, 0.015955603814033863, 0.014670573030236778, 0.01349015512106296, 0.012405584240168391, 0.011408884293604538, 0.010492785813112452, 0.009650654026373032, 0.00887642617646948, 0.008164556547214005, 0.0075099679625535804, 0.006908008769725009, 0.006354414504020374, 0.005845273580533254, 0.005376996474524757, 0.004946287944228726, 0.004550121923422116, 0.0041857187700628335, 0.003850524604917527, 0.0035421925128039287, 0.003258565410741543, 0.0029976604134042497, 0.00275765454793353, 0.002536871688284944, 0.002333770594540615, 0.0021469339555717872, 0.0019750583445032146, 0.0018169450059585628, 0.0016714914023244394, 0.0015376834534704213, 0.0014145884106806876, 0.0013013483111272706, 0.0011971739641569723, 0.0011013394250684778, 0.001013176915992342, 0.0009320721570270271, 0.0008574600739654029, 0.0007888208518287421, 0.0007256763060288959, 0.0006675865453477092, 0.0006141469030747082, 0.0005649851146044179, 0.0005197587215843106, 0.0004781526843378921, 0.0004398771857830515, 0.00040466561143082114, 0.0003722726913062783, 0.00034247279077722254, 0.0003150583383334145, 0.00028983837932176443, 0.00026663724553255275, 0.00024529333134382103, 0.0002256579678810248, 0.00020759438733438293, 0.00019097677020851744, 0.00017568936885992148, 0.00016162570121018108, 0.00014868780901355905, 0.0001367855755082988, 0.0001258360976968594, 0.00011576310887891535, 0.00010649644741422826]"
0,2.0,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.051171792988990994,0.9619161473330002,0.14465721566493253,-0.9530579840309599,0.028349040652746387,0.9989615254608819,0.035667948398200935,"[0.005037821636258026, 0.05902833091157689, 0.17330704991604282, 0.19722716690147904, 0.18266325435088795, 0.16906826514385198, 0.1582721464306764, 0.14946603129523406, 0.1420967909613787, 0.13581165574876733, 0.13037052095750445, 0.12560217338081378, 0.12138048422396634, 0.11761014267160334, 0.11421758645586093, 0.11114500399544558, 0.10834624454898427, 0.10578395690776914, 0.10342754258474011, 0.10125166273535076, 0.09923512993613937, 0.09736007275201164, 0.0956112970875298, 0.09397579176201502, 0.09244234131611806, 0.09100121959538283, 0.08964394491494876, 0.08836308268963285, 0.08715208502135274, 0.08600515933259778, 0.08491716002706777, 0.08388349855366739, 0.08290006828951961, 0.0819631814399218, 0.08106951574736736, 0.08021606925703266, 0.07940012173784088, 0.07861920163199143, 0.07787105762051838, 0.07715363406191178, 0.07646504969549144, 0.07580357910886652, 0.07516763655536714, 0.07455576177730742, 0.07396660754780841, 0.07339892869035562, 0.07285157237338036, 0.07232346950857489, 0.07181362710766037, 0.07132112147395327, 0.07084509212312069, 0.07038473634263524, 0.06993930431215167, 0.06950809471775232, 0.0690904508020899, 0.06868575680016413, 0.06829343471703993, 0.0679129414094275, 0.06754376593785194, 0.0671854271602752, 0.0668374715415923, 0.0664994711564972, 0.06617102186588168, 0.06585174164923484, 0.06554126907752837, 0.06523926191282281, 0.06494539582236192, 0.06465936319626564, 0.0643808720591098, 0.06410964506671309, 0.06384541858036881, 0.06358794181155754, 0.06333697603089432, 0.06309229383569044, 0.06285367847107144, 0.06262092320008739, 0.062393830718696974, 0.0621722126118995, 0.06195588884764044, 0.061744687305433775, 0.06153844333692252, 0.06133699935585694, 0.06114020445519001, 0.06094791404920271, 0.06075998953874647, 0.06057629799786398, 0.06039671188019302, 0.06022110874369776, 0.06004937099239083, 0.05988138563382358, 0.05971704405121925, 0.05955624178921881, 0.05939887835228789, 0.05924485701491281, 0.0590940846427798, 0.058946471524195486, 0.058801931211063696, 0.05866038036878477, 0.05852173863449458, 0.05838592848309935, 0.058252875100607726, 0.05812250626429405, 0.057994752229262835, 0.05786954562101491, 0.057746821333643984, 0.0576265164333184, 0.057508570066728014, 0.057392923374196804, 0.05727951940718382, 0.05716830304991253, 0.05705922094488799, 0.056952221422075455, 0.056847254431530304, 0.05674427147928233, 0.056643225566290346, 0.05654407113029588, 0.056446763990413894, 0.056351261294310194, 0.056257521467824444, 0.05616550416690572, 0.05607517023173717, 0.05598648164293196, 0.055899401479692114, 0.05581389387982668, 0.05572992400153257, 0.05564745798684704, 0.05556646292668658, 0.05548690682739096, 0.055408758578696794, 0.05533198792306959, 0.05525656542632573, 0.055182462449481696, 0.05510965112177013, 0.05503810431476638, 0.05496779561757096, 0.054898699312998844, 0.054830790354727044, 0.05476404434535472, 0.054698437515333986, 0.054633946702730585, 0.05457054933377611, 0.05450822340417497, 0.05444694746113284, 0.0543867005860729, 0.054327462378009485, 0.0542692129375499, 0.05421193285149587, 0.054155603178019374, 0.05410020543238647, 0.05404572157320683, 0.053992133989184156, 0.05393942548634852, 0.053887579275748054, 0.05383657896158164, 0.05378640852975366, 0.053737052336833346, 0.05368849509940191, 0.05364072188377119, 0.053593718096058916, 0.05354746947260628, 0.0535019620707227, 0.05345718225974664, 0.053413116712408004, 0.05336975239648112, 0.053327076566716126, 0.05328507675703916, 0.05324374077300872, 0.05320305668452078, 0.05316301281875039, 0.05312359775332339, 0.053084800309707005, 0.053046609546812916, 0.053009014754803574, 0.05297200544909475, 0.052935571364546886, 0.052899702449838215, 0.05286438886201258, 0.05282962096119651, 0.0527953893054783, 0.05276168464594403, 0.05272849792186433, 0.052695820256026815, 0.05266364295020872, 0.052631957480785384, 0.05260075549446863, 0.05257002880417213, 0.05253976938499708, 0.052509969370337105, 0.052480621048094624, 0.05245171685700797, 0.05242324938308388, 0.052395211356132156, 0.052367595646398736, 0.052340395261294526, 0.052313603342216276, 0.05228721316145657, 0.05226121811919996, 0.052235611740602574, 0.05221038767295172, 0.0521855396829047, 0.05216106165380171, 0.05213694758305246, 0.05211319157959352, 0.05208978786141375, 0.05206673075314616, 0.05204401468372366, 0.052021634184097255, 0.05199958388501439, 0.05197785851485511, 0.05195645289752512, 0.05193536195040386, 0.051914580682344814, 0.05189410419172776, 0.05187392766456119, 0.0518540463726325, 0.05183445567170527, 0.05181515099976197, 0.051796127875291274, 0.05177738189561761, 0.051758908735272224, 0.051740704144405424, 0.05172276394723677, 0.05170508404054416, 0.05168766039218949, 0.051670489039680266, 0.051653566088765666, 0.05163688771206698, 0.05162045014774049, 0.0516042496981722, 0.051588282728703826, 0.051572545666389025, 0.05155703499877836, 0.051541747272733196, 0.05152667909326736, 0.051511827122415456, 0.051497188078127164, 0.051482758733187604, 0.051468535914161895, 0.05145451650036422, 0.05144069742284999, 0.05142707566343115, 0.05141364825371327, 0.051400412274154705, 0.051387364853146544, 0.05137450316611295, 0.05136182443463152, 0.05134932592557343, 0.051337004950261646, 0.05132485886364827, 0.051312885063509804, 0.051301080989659464, 0.05128944412317656, 0.05127797198565317, 0.051266662138455876, 0.05125551218200434, 0.051244519755064465, 0.05123368253405695, 0.051222998232380114, 0.05121246459974741, 0.051202079421538316, 0.051191840518163244, 0.05118174574444134, 0.051171792988990994]"
0,2.1875,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.17202811884634084,0.9804038634797267,0.4936288426487113,-0.9579483495894157,0.02358858520385038,0.9982837850606195,0.053600962054086,"[0.005037821636258026, 0.06631931412337033, 0.20014493230066277, 0.22349789781851837, 0.2122661033361267, 0.20321516751774724, 0.19661475822120386, 0.191636374852706, 0.18779412076165872, 0.18478239448646364, 0.1823944424711872, 0.18048424702175228, 0.17894555884011953, 0.17769925106762144, 0.1766852798619376, 0.1758573764521049, 0.17517943248344617, 0.17462297230398363, 0.1741653440244807, 0.17378839848531655, 0.17347750723390573, 0.17322082104538247, 0.1730087023772202, 0.17283328575870702, 0.1726881337407111, 0.17256796521776638, 0.17246843924331987, 0.17238598186624954, 0.17231764664551252, 0.1722610017547833, 0.17221403823758716, 0.17217509519508656, 0.1721427986054019, 0.17211601116938155, 0.17209379111196763, 0.17207535828243414, 0.17206006622071524, 0.1720473791124867, 0.1720368527585615, 0.17202811884634084]"
0,2.375,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.2206814345565704,0.988482465090528,0.6404107642582505,-0.9668489256790671,0.02087768624614679,0.9977435014576871,0.06381244013483714,"[0.005037821636258026, 0.07318892809694925, 0.22399562091114258, 0.24539026983224246, 0.23734039144126026, 0.23184905258850372, 0.22829491224744283, 0.22591763400182377, 0.22430081003642866, 0.2231906925730408, 0.22242378448186792, 0.22189176658599827, 0.2215216366347025, 0.22126362164935412, 0.2210835126152315, 0.22095766526071178, 0.22086967300996818, 0.22080812010114345, 0.2207650480820336, 0.2207349012589638, 0.22071379760701892, 0.22069902277706735, 0.22068867799047828, 0.2206814345565704]"
0,2.5625,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.25019085745429553,0.9929931970148944,0.7322028675593536,-0.9746234922113615,0.018197916496347888,0.9974058084042607,0.06964545352451199,"[0.005037821636258026, 0.07955484681303948, 0.2445028787414302, 0.26314815309083633, 0.2576128859877545, 0.25445422375549526, 0.252677840576384, 0.2516486714870249, 0.2510458006412288, 0.25069088196170713, 0.25048137237494256, 0.25035750604208423, 0.2502842069508469, 0.2502408081552952, 0.25021510448991297, 0.2501998781922193, 0.25019085745429553]"
0,2.75,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.2700567987105001,0.9956594055318629,0.7953477957532883,-0.980836805153651,0.015598175595681966,0.9972651405359645,0.07224220642996197,"[0.005037821636258026, 0.08536314299658136, 0.2616886116468406, 0.2773029426205585, 0.27355457760557267, 0.2717709943231414, 0.27090835800438756, 0.2704799857864249, 0.27026571724453796, 0.27015827302294687, 0.27010433663906636, 0.27007724666312677, 0.27006363696304864, 0.2700567987105001]"
0,2.9375,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.28419699096090995,0.9972803562757556,0.8409473874622233,-0.9856367708552493,0.013180373478325885,0.997283415837783,0.07247114080718807,"[0.005037821636258026, 0.09058506650787308, 0.2758182699535826, 0.28848276248828547, 0.2859373095685785, 0.28492341303479973, 0.28450323862189786, 0.28432505590231977, 0.284249124895903, 0.28421672606238957, 0.2842028957921648, 0.28419699096090995]"
0,3.125,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.29462830623722563,0.9982826705663138,0.8748858168065534,-0.9892835686611903,0.01100654803532025,0.9974153985263285,0.07100266673098521,"[0.005037821636258026, 0.09521338342523918, 0.2872794363069245, 0.29728888583744145, 0.295538329798113, 0.29495002610295257, 0.29474124996789164, 0.29466570175080026, 0.2946382720842937, 0.29462830623722563]"
0,3.3125,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.30251184933617803,0.9989093836965323,0.9006549000493344,-0.9920287357373325,0.009099840519883367,0.997621217468845,0.06833080826751503,"[0.005037821636258026, 0.09925857989231275, 0.2964932500099366, 0.30423698078425054, 0.303014063244526, 0.3026643240922052, 0.302558002317242, 0.302525163545131, 0.3025149976094356, 0.30251184933617803]"
0,3.5,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.3085897025197091,0.9993044695116378,0.9205478070310301,-0.9940831689835408,0.007462204968946993,0.9978655435535884,0.06487428215790467,"[0.005037821636258026, 0.1027451555456574, 0.30386043069150365, 0.30974257747319905, 0.30887589343594807, 0.3086634877990916, 0.30860815337748637, 0.3085935581690518, 0.3085897025197091]"
0,3.6875,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.31334129038205255,0.9995549847753712,0.936083896451517,-0.9956150100807306,0.006076999511799258,0.9981237590556035,0.06092644487942169,"[0.005037821636258026, 0.10570816289030256, 0.3097346597047866, 0.3141292069183716, 0.3135081621707922, 0.3133771367477942, 0.31334788319079104, 0.31334129038205255]"
0,3.875,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.31709609587264714,0.9997145292834476,0.9483280222039592,-0.9967542638694654,0.004919534073484797,0.9983787599012637,0.05670670121347902,"[0.005037821636258026, 0.10819009228469771, 0.3144139892279128, 0.3176446179600957, 0.3171963189741515, 0.3171147161491092, 0.3170991035656546, 0.31709609587264714]"
0,4.0625,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.3200931870424868,0.9998165066134324,0.958062943106727,-0.9975998885926991,0.003962999414086721,0.9986183355932373,0.052399565385946235,"[0.005037821636258026, 0.1102381569552245, 0.3181423943552893, 0.3204775307935685, 0.3201526147953739, 0.32010155637115023, 0.3200931870424868]"
0,4.25,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.3224996452680944,0.9998818539455727,0.9658437621693714,-0.998226680310661,0.003178515476324126,0.9988368042806335,0.0481137761334336,"[0.005037821636258026, 0.11190199771618943, 0.3211160346777402, 0.3227719575006783, 0.3225361158410108, 0.32250413534822847, 0.3224996452680944]"
0,4.4375,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.32444490914114027,0.9999238264835416,0.9721016069995239,-0.9986907060596446,0.00254005575304221,0.9990305618995377,0.04394865762984751,"[0.005037821636258026, 0.11323180150897039, 0.32349098731312953, 0.32463844121188773, 0.32446731827770586, 0.3244473141894143, 0.32444490914114027]"
0,4.625,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.3260247925075544,0.9999508330334194,0.9771574446096106,-0.9990339001203669,0.002023500664962023,0.999199022653514,0.039965217043338226,"[0.005037821636258026, 0.11427681005482888, 0.32539077097553154, 0.326162512120157, 0.3260385539061468, 0.32602607675262274, 0.3260247925075544]"
0,4.8125,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.32731360501540563,0.9999682363543527,0.9812600932669568,-0.9992875145750927,0.0016077880382186147,0.9993429893303072,0.036207798800669176,"[0.005037821636258026, 0.11508418341961923, 0.32691293837484453, 0.3274109255996408, 0.32732135834558596, 0.32731360501540563]"
0,5.0,"[-0.6150180096519293, 0.6945845750976809, -0.0644531005369775]",0.32836691728412576,0.9999794625388368,0.9845960918810526,-0.9994748025675123,0.0012743906619458929,0.9994647319547502,0.03268983797849139,"[0.005037821636258026, 0.11569817679814114, 0.3281345380261803, 0.32843623430641566, 0.3283717148727476, 0.32836691728412576]"
0,0.5,"[-0.9326330088609833, 0.7725064235241748, -0.4631692577820614]",-2.0713010882578153e-06,0.23810916575651403,-1.6574568477329288e-06,-0.23811372220293106,0.5635225963143639,0.6040585112501751,0.5635207169477804,"[-0.20776528103962333, -0.07646489756776088, -0.02699187893005786, -0.009399825581485785, -0.0032672053131150847, -0.0011366886332569714, -0.000396040583546096, -0.00013818350869107543, -4.8275602056955615e-05, -1.6884482909253668e-05, -5.911216354477962e-06, -2.0713010882578153e-06]"
0,0.6875,"[-0.9326330088609833, 0.7725064235241748, -0.4631692577820614]",-6.7573361985188525e-06,0.3770817488535059,-6.641521998243453e-06,-0.37709537934010323,0.5365017014957877,0.6514162415328373,0.5364911970940037,"[-0.20776528103962333, -0.10148334120718001, -0.04585249593232508, -0.020046517481675092, -0.008734376822694198, -0.0038313955701912983, -0.0016957002223279005, -0.0007568756062655094, -0.0003403446547372013, -0.00015401042994252676, -7.006301470892835e-05, -3.2016178554787146e-05, -1.4685359746598644e-05, -6.7573361985188525e-06]"
0,0.875,"[-0.9326330088609833, 0.7725064235241748, -0.4631692577820614]",-8.83415529784326e-06,0.5333060363719724,-1.1703691772231185e-05,-0.5333208351460936,0.47524957932629136,0.7404678366032518,0.4752317543118127,"[-0.20776528103962333, -0.12404040521567872, -0.06437199980292489, -0.03058831905558923, -0.014151073492451297, -0.0065962615349669145, -0.0031409213347140343, -0.0015328390408702042, -0.0007657046717548152, -0.0003903380562219061, -0.0002023662824146196, -0.00010634763184225182, -5.6488986565998246e-05, -3.025584524977513e-05, -1.6309067326044275e-05, -8.83415529784326e-06]"
0,1.0625,"[-0.9326330088609833, 0.7725064235241748, -0.4631692577820614]",-5.062679781805042e-06,0.6761820055818568,1.113121010831635e-06,-0.676198306742213,0.37097276254063677,0.8513380235498567,0.37094848579175,"[-0.20776528103962333, -0.1441200474752119, -0.07935804933786313, -0.0355323034440825, -0.014081690223868515, -0.005287187001913329, -0.0019481305039455628, -0.0007149230334795679, -0.0002628112822575431, -9.700158646049524e-05, -3.5992454365696425e-05, -1.3442573317109149e-05, -5.062679781805042e-06]"
0,1.25,"[-0.9326330088609833, 0.7725064235241748, -0.4631692577820614]",1.4915436618948933e-05,0.7840820684049741,3.270978047365024e-05,-0.7840700318755909,0.25184763020148176,0.9344177034206232,0.25186569178041285,"[-0.20776528103962333, -0.1618385787857167, -0.08878394228721476, -0.031085474286603982, -0.005227255643816209, 0.002358133329901054, 0.0035037538417008, 0.002963984509387285, 0.002189462877259518, 0.0015393664485433556, 0.0010604312889948748, 0.0007240434085249436, 0.0004924073866378423, 0.00033427618213488497, 0.0002267413853075384, 0.00015374210200632307, 0.00010422676954591203, 7.065298597526877e-05, 4.789224442780515e-05, 3.24632474962098e-05, 2.2004672626585453e-05, 1.4915436618948933e-05]"
