,beta_factor,Mean_mag_block,MB1_block,MB2_block,MB3_block,init_state_num,initial_state
0,4.909090909090909,0.32762874024633937,0.9999718847706949,0.9822600951100059,-0.9993457591416826,24,[-0.72144731  0.61478258 -0.20464633]
0,4.863636363636363,0.327357789069598,0.9999687768322011,0.9814006402383151,-0.9992960498617223,0,[-0.16595599  0.44064899 -0.99977125]
0,4.863636363636363,-0.32735874503767404,0.9992960416271125,-0.9814034984891621,-0.9999687782509725,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.863636363636363,-0.9933159750969738,-0.9807251263523845,-0.9992531494243682,-0.9999696495141687,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.863636363636363,0.3273588385302802,0.9999687786107461,0.9814037831439633,-0.9992960461638687,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.863636363636363,0.32735831438379137,0.999968777722446,0.9814022134414873,-0.9992960480125591,4,[-0.5910955   0.75623487 -0.94522481]
0,4.863636363636363,0.3273583380242339,0.9999687777625104,0.9814022842395274,-0.999296047929336,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.863636363636363,-0.993316452717949,-0.9807265574702567,-0.9992531511693376,-0.9999696495142527,6,[-0.71922612 -0.60379702  0.60148914]
0,4.863636363636363,0.32735824638073413,0.9999687776071982,0.9814020097867603,-0.9992960482517561,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.863636363636363,0.3273582837043108,0.99996877767045,0.9814021215625145,-0.9992960481200323,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.863636363636363,-0.9933163013482015,-0.9807261039163668,-0.9992531506140117,-0.999969649514226,9,[-0.92189043 -0.66033916  0.75628501]
0,4.863636363636363,-0.9933156153789794,-0.9807240485128281,-0.9992531481100047,-0.9999696495141053,10,[-0.80330633 -0.15778475  0.91577906]
0,4.863636363636363,0.32735842392527004,0.9999687779080909,0.9814025414946168,-0.9992960476268975,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.863636363636363,0.3273585005435033,0.999968778037941,0.9814027709498193,-0.9992960473572504,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.863636363636363,0.9933166170815811,0.9999696495117186,0.999253146031513,0.9807270557015115,13,[0.50028863 0.97772218 0.49633131]
0,4.863636363636363,0.32735823214307486,0.99996877758307,0.9814019671482096,-0.999296048302055,14,[-0.43911202  0.57855866 -0.79354799]
0,4.863636363636363,0.3273588316815725,0.9999687785991007,0.9814037626250744,-0.9992960461794577,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.863636363636363,-0.3273588255503797,0.9992960380530234,-0.9814037364413858,-0.9999687782627767,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.863636363636363,-0.3273578018587072,0.9992960792237539,-0.9814007066873979,-0.9999687781124776,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.863636363636363,-0.3273583940424995,0.999296055721961,-0.9814024596500213,-0.9999687781994382,18,[-0.01685368 -0.89327491  0.14823521]
0,4.863636363636363,0.32735833934037334,0.9999687777647376,0.9814022881803646,-0.999296047923982,19,[-0.70654285  0.17861107  0.39951672]
0,4.863636363636363,-0.9933156574447303,-0.9807241745562458,-0.9992531482638324,-0.9999696495141127,20,[-0.79533114 -0.17188802  0.38880032]
0,4.863636363636363,-0.3273581133157248,0.9992960618523937,-0.9814016236416024,-0.9999687781579657,21,[-0.17164146 -0.90009308  0.07179281]
0,4.863636363636363,0.9933166497904248,0.9999696495121071,0.9992531470098083,0.9807271528493589,22,[0.32758929 0.02977822 0.88918951]
0,4.863636363636363,0.32735845197740493,0.999968777955627,0.981402625503502,-0.9992960475269143,23,[ 0.17311008  0.80680383 -0.72505059]
0,4.863636363636363,0.327358137252232,0.9999687774222562,0.9814016829703501,-0.9992960486359104,24,[-0.72144731  0.61478258 -0.20464633]
0,4.818181818181818,0.3270746391258828,0.9999653259619979,0.9805011711773984,-0.9992425797617479,0,[-0.16595599  0.44064899 -0.99977125]
0,4.818181818181818,-0.32707488859425127,0.9992425728303719,-0.9805019124585823,-0.9999653261545434,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.818181818181818,-0.9929725348827937,-0.9797567234433815,-0.9991945517390802,-0.9999663294659195,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.818181818181818,0.32707499709344695,0.9999653266048733,0.9805022430876478,-0.9992425784121802,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.818181818181818,0.32707435862602247,0.9999653254582467,0.9805003312353914,-0.9992425808155707,4,[-0.5910955   0.75623487 -0.94522481]
0,4.818181818181818,0.32707438299105596,0.9999653255020035,0.980500404195189,-0.9992425807240247,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.818181818181818,-0.9929732427802382,-0.9797588443704738,-0.9991945545041749,-0.999966329466066,6,[-0.71922612 -0.60379702  0.60148914]
0,4.818181818181818,0.3270742727823564,0.9999653253040813,0.9805000741808096,-0.9992425811378219,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.818181818181818,0.3270743375902284,0.9999653254204657,0.9805002682441063,-0.9992425808938866,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.818181818181818,-0.9929730725352816,-0.9797583343038004,-0.9991945538360139,-0.9999663294660305,9,[-0.92189043 -0.66033916  0.75628501]
0,4.818181818181818,-0.9929735224879734,-0.9797596824010624,-0.9991945555967342,-0.9999663294661238,10,[-0.80330633 -0.15778475  0.91577906]
0,4.818181818181818,0.3270744961076503,0.9999653257051485,0.9805007429167768,-0.9992425802989744,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.818181818181818,0.3270745905756868,0.9999653258748054,0.9805010257964036,-0.9992425799441486,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.818181818181818,0.9929734458580896,0.9999663294623304,0.9991945473304811,0.9797594607814569,13,[0.50028863 0.97772218 0.49633131]
0,4.818181818181818,0.3270742554486747,0.9999653252729536,0.9805000222762681,-0.9992425812031974,14,[-0.43911202  0.57855866 -0.79354799]
0,4.818181818181818,0.327074994438796,0.9999653266000519,0.9805022351268953,-0.9992425784105592,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.818181818181818,-0.3270749500251788,0.9992425700735156,-0.9805020939846,-0.999965326164452,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.818181818181818,-0.32707373402878637,0.9992426201242683,-0.9804984962425585,-0.999965325968069,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.818181818181818,-0.3270744604528685,0.9992425904975072,-0.9805006457707114,-0.9999653260854012,18,[-0.01685368 -0.89327491  0.14823521]
0,4.818181818181818,0.3270744006601182,0.9999653255337304,0.9805004571032566,-0.9992425806566323,19,[-0.70654285  0.17861107  0.39951672]
0,4.818181818181818,-0.9929735470786754,-0.9797597560771091,-0.999194555692788,-0.999966329466129,20,[-0.79533114 -0.17188802  0.38880032]
0,4.818181818181818,-0.32707414680821356,0.9992425968883776,-0.9804997112786265,-0.9999653260343918,21,[-0.17164146 -0.90009308  0.07179281]
0,4.818181818181818,0.992973509120256,0.9999663294631472,0.9991945492754544,0.9797596486221665,22,[0.32758929 0.02977822 0.88918951]
0,4.818181818181818,0.32707453888025734,0.9999653257819564,0.9805008709954177,-0.9992425801366023,23,[ 0.17311008  0.80680383 -0.72505059]
0,4.818181818181818,0.32707414656515194,0.9999653250774138,0.9804996962300636,-0.9992425816120215,24,[-0.72144731  0.61478258 -0.20464633]
0,4.7727272727272725,0.3267766503519622,0.9999614903202062,0.9795535347914387,-0.9991850740557583,0,[-0.16595599  0.44064899 -0.99977125]
0,4.7727272727272725,-0.32677695830884484,0.9991850654350107,-0.9795544497798164,-0.9999614905817288,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.7727272727272725,-0.9926112112595152,-0.9787396846781823,-0.9991313031321143,-0.9999626459682494,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.7727272727272725,0.3267770839425987,0.9999614911453377,0.9795548329936986,-0.9991850723112402,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.7727272727272725,0.3267763058067485,0.9999614896645316,0.9795525031928598,-0.9991850754371457,4,[-0.5910955   0.75623487 -0.94522481]
0,4.7727272727272725,0.32677632977739296,0.9999614897101473,0.9795525749630601,-0.9991850753410285,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.7727272727272725,-0.9926107810452507,-0.9787383958321153,-0.9991313013354918,-0.9999626459681448,6,[-0.71922612 -0.60379702  0.60148914]
0,4.7727272727272725,0.3267761976278418,0.9999614894586685,0.9795521792953604,-0.9991850758705034,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.7727272727272725,0.32677630019973863,0.9999614896538569,0.9795524864040099,-0.999185075458651,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.7727272727272725,-0.9926105933475927,-0.9787378335274048,-0.9991313005472741,-0.9999626459680988,9,[-0.92189043 -0.66033916  0.75628501]
0,4.7727272727272725,-0.9926111033518966,-0.9787393614059872,-0.9991313026814796,-0.9999626459682232,10,[-0.80330633 -0.15778475  0.91577906]
0,4.7727272727272725,0.326776478305891,0.9999614899927967,0.9795530196702992,-0.9991850747454227,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.7727272727272725,0.32677659477303345,0.9999614902144371,0.979553368383255,-0.9991850742785917,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.7727272727272725,0.9926110305045882,0.9999626459626332,0.9991312913064664,0.9787391542446652,13,[0.50028863 0.97772218 0.49633131]
0,4.7727272727272725,0.32677617638770645,0.999961489418251,0.9795521157008873,-0.9991850759560189,14,[-0.43911202  0.57855866 -0.79354799]
0,4.7727272727272725,0.3267770873885736,0.9999614911518203,0.9795548432955758,-0.9991850722816755,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.7727272727272725,-0.3267769992977542,0.9991850635673499,-0.9795545708716111,-0.9999614905890015,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.7727272727272725,-0.32677665444383686,0.9991850784283238,-0.9795535512320721,-0.9999614905277623,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.7727272727272725,-0.32677643582568766,0.9991850875883481,-0.9795529045764868,-0.9999614904889244,18,[-0.01685368 -0.89327491  0.14823521]
0,4.7727272727272725,0.3267763707433069,0.9999614897880983,0.9795526976171913,-0.9991850751753688,19,[-0.70654285  0.17861107  0.39951672]
0,4.7727272727272725,-0.9926111655353305,-0.9787395476965877,-0.9991313029411654,-0.9999626459682383,20,[-0.79533114 -0.17188802  0.38880032]
0,4.7727272727272725,-0.32677608759883614,0.9991850940098228,-0.9795518663797609,-0.9999614904265703,21,[-0.17164146 -0.90009308  0.07179281]
0,4.7727272727272725,0.992611140575062,0.9999626459641772,0.9991312947847334,0.9787394809762752,22,[0.32758929 0.02977822 0.88918951]
0,4.7727272727272725,0.3267765409295695,0.9999614901119599,0.9795532071688171,-0.9991850744920686,23,[ 0.17311008  0.80680383 -0.72505059]
0,4.7727272727272725,0.32677605216028094,0.9999614891818508,0.9795517437527307,-0.9991850764537387,24,[-0.72144731  0.61478258 -0.20464633]
0,4.7272727272727275,0.3264638202630979,0.9999572282954037,0.9785574600761484,-0.9991232275822585,0,[-0.16595599  0.44064899 -0.99977125]
0,4.7272727272727275,-0.3264642010994315,0.9991232168427591,-0.9785585914903699,-0.9999572286506835,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.7272727272727275,-0.9922283545698526,-0.9776634886335469,-0.9990630158942789,-0.999958559181732,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.7272727272727275,0.3264643461872112,0.9999572293559015,0.978559034529999,-0.999123225324267,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.7272727272727275,0.326463397370845,0.9999572274426701,0.9785561940613453,-0.9991232293914803,4,[-0.5910955   0.75623487 -0.94522481]
0,4.7272727272727275,0.32646341922717087,0.9999572274867411,0.9785562594927287,-0.9991232292979573,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.7272727272727275,-0.9922278289656413,-0.9776619141677707,-0.9990630135475713,-0.9999585591815819,6,[-0.71922612 -0.60379702  0.60148914]
0,4.7272727272727275,0.32646326127507697,0.999957227168247,0.9785557866301969,-0.999123229973213,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.7272727272727275,0.32646341506989784,0.9999572274783518,0.9785562470457723,-0.9991232293144304,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.7272727272727275,-0.9922276276439007,-0.9776613111074917,-0.9990630126426868,-0.9999585591815239,9,[-0.92189043 -0.66033916  0.75628501]
0,4.7272727272727275,-0.9922281813010057,-0.9776629696006633,-0.9990630151206711,-0.9999585591816825,10,[-0.80330633 -0.15778475  0.91577906]
0,4.7272727272727275,0.3264636137469394,0.9999572278789728,0.9785568418274517,-0.9991232284656063,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.7272727272727275,0.3264637573249563,0.9999572281684911,0.9785572716578995,-0.9991232278515216,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.7272727272727275,0.9922281332226289,0.999958559173441,0.9990629995073148,0.9776628409871309,13,[0.50028863 0.97772218 0.49633131]
0,4.7272727272727275,0.3264632350684546,0.9999572271154074,0.9785557081757892,-0.9991232300858328,14,[-0.43911202  0.57855866 -0.79354799]
0,4.7272727272727275,0.3264643582656661,0.9999572293801523,0.9785590706680858,-0.9991232252512399,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.7272727272727275,-0.326464218674424,0.999123216028058,-0.9785586433972164,-0.9999572286541135,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.7272727272727275,-0.3264638269907556,0.9991232332757485,-0.9785574856704057,-0.9999572285776096,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.7272727272727275,-0.32646356321431264,0.9991232446311468,-0.9785567057480133,-0.9999572285260713,18,[-0.01685368 -0.89327491  0.14823521]
0,4.7272727272727275,0.3264634926972268,0.9999572276348765,0.9785564794384631,-0.9991232289816592,19,[-0.70654285  0.17861107  0.39951672]
0,4.7272727272727275,-0.9922283133963461,-0.9776633652968691,-0.9990630157104486,-0.9999585591817203,20,[-0.79533114 -0.17188802  0.38880032]
0,4.7272727272727275,-0.3264631794422215,0.9991232507287033,-0.9785555606049693,-0.9999572284503985,21,[-0.17164146 -0.90009308  0.07179281]
0,4.7272727272727275,0.9922283138266633,0.9999585591761926,0.9990630053727428,0.9776633769310545,22,[0.32758929 0.02977822 0.88918951]
0,4.7272727272727275,0.32646370289890164,0.9999572280587271,0.9785571087190862,-0.9991232280811084,23,[ 0.17311008  0.80680383 -0.72505059]
0,4.7272727272727275,0.32646309427725456,0.9999572268315202,0.978555286687923,-0.9991232306876796,24,[-0.72144731  0.61478258 -0.20464633]
0,4.681818181818182,0.32613534661263976,0.9999524921559705,0.9775102631335323,-0.9990567154515835,0,[-0.16595599  0.44064899 -0.99977125]
0,4.681818181818182,-0.32613581839095385,0.9990567020504469,-0.9775116645846009,-0.9999524926387076,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.681818181818182,-0.9918236819900379,-0.9765277369050284,-0.9989892841742487,-0.9999540248908368,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.681818181818182,0.3261359854177538,0.9999524935208087,0.9775121752576685,-0.999056712525216,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.681818181818182,0.3261348279742233,0.9999524910478877,0.977508710693794,-0.9990567178190118,4,[-0.5910955   0.75623487 -0.94522481]
0,4.681818181818182,0.32613484516714925,0.9999524910846199,0.9775087621573342,-0.9990567177405062,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.681818181818182,-0.9918230508613218,-0.9765258465317079,-0.9989892811616324,-0.999954024890625,6,[-0.71922612 -0.60379702  0.60148914]
0,4.681818181818182,0.32613465704198435,0.9999524906826948,0.9775081990418011,-0.999056718598543,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.681818181818182,0.3261348795926835,0.9999524911581602,0.9775088652014673,-0.999056717581577,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.681818181818182,-0.9918228434615504,-0.9765252253307728,-0.9989892801633234,-0.9999540248905546,9,[-0.92189043 -0.66033916  0.75628501]
0,4.681818181818182,-0.9918233994222057,-0.9765268905504294,-0.9989892828254455,-0.999954024890742,10,[-0.80330633 -0.15778475  0.91577906]
0,4.681818181818182,0.3261350993152771,0.9999524916276064,0.9775095228984032,-0.9990567165801783,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.681818181818182,0.3261352763011373,0.9999524920057453,0.9775100526702019,-0.9990567157725352,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.681818181818182,0.9918234186577929,0.9999540248785871,0.9989892614761969,0.9765269696185945,13,[0.50028863 0.97772218 0.49633131]
0,4.681818181818182,0.32613462447578706,0.9999524906131227,0.9775081015621425,-0.999056718747904,14,[-0.43911202  0.57855866 -0.79354799]
0,4.681818181818182,0.3261360094723027,0.9999524935720567,0.9775122472313622,-0.9990567123865108,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.681818181818182,-0.32613580830582684,0.999056702531678,-0.9775116348126155,-0.999952492636543,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.681818181818182,-0.32613535717175623,0.9990567228602892,-0.9775103018359277,-0.9999524925396303,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.681818181818182,-0.32613503930709536,0.9990567369181191,-0.9775093623680783,-0.999952492471327,18,[-0.01685368 -0.89327491  0.14823521]
