,beta_factor,Mean_mag_block,MB1_block,MB2_block,MB3_block,init_state_num,initial_state
0,5.0,0.3281322714584808,0.9999771993265034,0.9838545567265836,-0.9994349416776448,0,[-0.16595599  0.44064899 -0.99977125]
0,5.0,-0.32813278075267527,0.9994349375763628,-0.9838560798818679,-0.9999771999525208,1,[-0.39533485 -0.70648822 -0.81532281]
0,5.0,-0.9942415323375476,-0.9833424684345556,-0.9994043580544338,-0.9999777705236537,2,[-0.62747958 -0.30887855 -0.20646505]
0,5.0,0.3281328399883981,0.999977200136031,0.98385625985979,-0.9994349400306267,3,[ 0.07763347 -0.16161097  0.370439  ]
0,5.0,0.32813254891055693,0.9999771997215624,0.9838553878847975,-0.9994349408746892,4,[-0.5910955   0.75623487 -0.94522481]
0,5.0,0.3281325673671072,0.9999771997478429,0.983855443174752,-0.9994349408212734,5,[ 0.34093502 -0.1653904   0.11737966]
0,5.0,-0.9942416775179798,-0.9833429035418492,-0.9994043584884208,-0.9999777705236693,6,[-0.71922612 -0.60379702  0.60148914]
0,5.0,0.328132515465964,0.9999771996739403,0.9838552876953661,-0.9994349409714143,7,[ 0.93652315 -0.37315164  0.38464523]
0,5.0,0.32813250993977955,0.999977199666071,0.9838552711405355,-0.999434940987268,8,[ 0.7527783   0.78921333 -0.82991158]
0,5.0,-0.9942415790978251,-0.9833426085764837,-0.9994043581933332,-0.9999777705236587,9,[-0.92189043 -0.66033916  0.75628501]
0,5.0,-0.9942414198277651,-0.9833421312415883,-0.999404357718066,-0.9999777705236415,10,[-0.80330633 -0.15778475  0.91577906]
0,5.0,0.328132604219928,0.9999771998003181,0.9838555535740664,-0.9994349407146004,11,[ 0.06633057  0.38375423 -0.36896874]
0,5.0,0.3281319368257946,0.9999771988500439,0.9838535542733887,-0.9994349426460488,12,[ 0.37300186  0.66925134 -0.96342345]
0,5.0,0.9942410351950698,0.9999777705161372,0.9994043365712719,0.9833409984978002,13,[0.50028863 0.97772218 0.49633131]
0,5.0,0.32813250730740967,0.9999771996623236,0.9838552632549951,-0.9994349409950898,14,[-0.43911202  0.57855866 -0.79354799]
0,5.0,0.3281328277261588,0.9999772001185568,0.9838562231227005,-0.9994349400627809,15,[-0.10421295  0.81719101 -0.4127717 ]
0,5.0,-0.32813294678741184,0.9994349301263951,-0.983856570517844,-0.9999771999707866,16,[-0.42444932 -0.73994286 -0.96126608]
0,5.0,-0.3281322663745403,0.999434956462398,-0.9838545556902422,-0.9999771998957767,17,[ 0.35767107 -0.57674377 -0.46890668]
0,5.0,-0.32813258676083434,0.9994349447529134,-0.983855505104294,-0.9999771999311224,18,[-0.01685368 -0.89327491  0.14823521]
0,5.0,0.3281325457858572,0.9999771997171121,0.9838553785239303,-0.9994349408834707,19,[-0.70654285  0.17861107  0.39951672]
0,5.0,-0.9942413326173077,-0.9833418698708819,-0.9994043574574096,-0.999977770523632,20,[-0.79533114 -0.17188802  0.38880032]
0,5.0,-0.3281323913732499,0.9994349494985156,-0.9838549237087877,-0.9999771999094776,21,[-0.17164146 -0.90009308  0.07179281]
0,5.0,0.9942409808485732,0.9999777705155435,0.9994043350686592,0.9833408369615169,22,[0.32758929 0.02977822 0.88918951]
0,5.0,0.328132608119061,0.9999771998058681,0.9838555652541393,-0.9994349407028245,23,[ 0.17311008  0.80680383 -0.72505059]
0,5.0,0.32813244619600673,0.9999771995753072,0.9838550801846006,-0.9994349411718876,24,[-0.72144731  0.61478258 -0.20464633]
0,4.954545454545454,0.327886410862181,0.9999746814411944,0.98307652712791,-0.9993919759825612,0,[-0.16595599  0.44064899 -0.99977125]
0,4.954545454545454,-0.32788703891369503,0.9993919708183712,-0.9830784052959356,-0.9999746822635207,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.954545454545454,-0.9939494207961568,-0.9825151802415172,-0.9993577428500744,-0.9999753392968785,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.954545454545454,0.32788710797154946,0.999974682493161,0.9830786152481477,-0.9993919738266603,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.954545454545454,0.32788675408598195,0.9999746819591268,0.9830775552209816,-0.9993919749221625,4,[-0.5910955   0.75623487 -0.94522481]
0,4.954545454545454,0.32788677451521353,0.9999746819899555,0.983077616414728,-0.9993919748590429,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.954545454545454,-0.9939496373546309,-0.982515829224771,-0.9993577435422155,-0.9999753392969062,6,[-0.71922612 -0.60379702  0.60148914]
0,4.954545454545454,0.3278867116376658,0.9999746818950698,0.9830774280711441,-0.9993919750532163,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.954545454545454,0.32788671549392673,0.9999746819008882,0.9830774396220064,-0.9993919750411145,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.954545454545454,-0.9939495225884873,-0.9825154852943717,-0.999357743174199,-0.9999753392968914,9,[-0.92189043 -0.66033916  0.75628501]
0,4.954545454545454,-0.9939492566295604,-0.9825146882665056,-0.999357742325318,-0.9999753392968576,10,[-0.80330633 -0.15778475  0.91577906]
0,4.954545454545454,0.32788682356594034,0.999974682063976,0.9830777633413162,-0.9993919747074712,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.954545454545454,0.32788687395340477,0.9999746821400143,0.9830779142720266,-0.9993919745518266,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.954545454545454,0.9939488010541214,0.9999753392862459,0.9993577142253313,0.9825133496507873,13,[0.50028863 0.97772218 0.49633131]
0,4.954545454545454,0.3278867018638652,0.999974681880321,0.9830773987947783,-0.9993919750835036,14,[-0.43911202  0.57855866 -0.79354799]
0,4.954545454545454,0.3278870966441139,0.9999746824760477,0.9830785813133819,-0.9993919738570878,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.954545454545454,-0.32788716536184426,0.9993919652151725,-0.9830787790218735,-0.9999746822788318,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.954545454545454,-0.32788640938139935,0.999391994576205,-0.9830765405332793,-0.9999746821871237,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.954545454545454,-0.32788680265699466,0.9993919798012968,-0.9830777055374282,-0.9999746822348525,18,[-0.01685368 -0.89327491  0.14823521]
0,4.954545454545454,0.3278867573874544,0.9999746819641073,0.9830775651098501,-0.9993919749115944,19,[-0.70654285  0.17861107  0.39951672]
0,4.954545454545454,-0.9939491823194718,-0.9825144655736894,-0.999357742087878,-0.9999753392968481,20,[-0.79533114 -0.17188802  0.38880032]
0,4.954545454545454,-0.3278865812272512,0.9993919850549363,-0.983077046528836,-0.9999746822078538,21,[-0.17164146 -0.90009308  0.07179281]
0,4.954545454545454,0.9939488117070846,0.9999753392862273,0.9993577145175387,0.982513381317488,22,[0.32758929 0.02977822 0.88918951]
0,4.954545454545454,0.3278868330136932,0.9999746820782305,0.9830777916404623,-0.9993919746776131,23,[ 0.17311008  0.80680383 -0.72505059]
0,4.954545454545454,0.32788663081444663,0.9999746817731043,0.9830771859731627,-0.999391975302927,24,[-0.72144731  0.61478258 -0.20464633]
0,4.909090909090909,0.3276284634671646,0.9999718843280756,0.982259266128024,-0.9993457600546057,0,[-0.16595599  0.44064899 -0.99977125]
0,4.909090909090909,-0.327629238207762,0.9993457535395665,-0.9822615827546217,-0.9999718854082308,1,[-0.39533485 -0.70648822 -0.81532281]
0,4.909090909090909,-0.993641239101431,-0.9816436362053782,-0.999307439089622,-0.999972642009293,2,[-0.62747958 -0.30887855 -0.20646505]
0,4.909090909090909,0.32762931862020034,0.9999718856956525,0.9822618273965062,-0.9993457572315578,3,[ 0.07763347 -0.16161097  0.370439  ]
0,4.909090909090909,0.3276288880743684,0.9999718850071049,0.9822605378702761,-0.9993457586542757,4,[-0.5910955   0.75623487 -0.94522481]
0,4.909090909090909,0.3276289103016422,0.9999718850426516,0.9822606044432423,-0.9993457585809672,5,[ 0.34093502 -0.1653904   0.11737966]
0,4.909090909090909,-0.9936415610470464,-0.9816446009420382,-0.9993074401897598,-0.9999726420093412,6,[-0.71922612 -0.60379702  0.60148914]
0,4.909090909090909,0.32762883429865575,0.9999718849211048,0.9822603768063588,-0.9993457588314962,7,[ 0.93652315 -0.37315164  0.38464523]
0,4.909090909090909,0.32762885194430796,0.999971884949323,0.9822604296566495,-0.9993457587730488,8,[ 0.7527783   0.78921333 -0.82991158]
0,4.909090909090909,-0.9936414284687379,-0.9816442036618444,-0.9993074397350482,-0.9999726420093212,9,[-0.92189043 -0.66033916  0.75628501]
0,4.909090909090909,-0.9936409973191918,-0.9816429116850011,-0.9993074382633175,-0.9999726420092567,10,[-0.80330633 -0.15778475  0.91577906]
0,4.909090909090909,0.32762897532827145,0.9999718851466447,0.9822607992046425,-0.9993457583664729,11,[ 0.06633057  0.38375423 -0.36896874]
0,4.909090909090909,0.3276290374644896,0.9999718852460164,0.9822609853090443,-0.9993457581615919,12,[ 0.37300186  0.66925134 -0.96342345]
0,4.909090909090909,0.9936416934407922,0.9999726420076206,0.9993074365057194,0.9816450018090367,13,[0.50028863 0.97772218 0.49633131]
0,4.909090909090909,0.3276288225339605,0.9999718849022909,0.9822603415700141,-0.9993457588704238,14,[-0.43911202  0.57855866 -0.79354799]
0,4.909090909090909,0.32762930900339055,0.9999718856802455,0.9822617985869534,-0.9993457572570272,15,[-0.10421295  0.81719101 -0.4127717 ]
0,4.909090909090909,-0.32762933892655716,0.9993457490898837,-0.9822618804479036,-0.9999718854216515,16,[-0.42444932 -0.73994286 -0.96126608]
0,4.909090909090909,-0.3276284676746524,0.9993457834263841,-0.9822593011449715,-0.99997188530537,17,[ 0.35767107 -0.57674377 -0.46890668]
0,4.909090909090909,-0.3276289503164912,0.9993457647892057,-0.9822607303688762,-0.9999718853698031,18,[-0.01685368 -0.89327491  0.14823521]
0,4.909090909090909,0.3276289004650853,0.9999718850269184,0.9822605749812318,-0.9993457586128941,19,[-0.70654285  0.17861107  0.39951672]
0,4.909090909090909,-0.9936409599135683,-0.9816427995958633,-0.9993074381355902,-0.9999726420092512,20,[-0.79533114 -0.17188802  0.38880032]
0,4.909090909090909,-0.3276287004078561,0.9993457705192771,-0.9822599864065821,-0.9999718853362632,21,[-0.17164146 -0.90009308  0.07179281]
0,4.909090909090909,0.993640584610692,0.9999726419953104,0.9993074042333023,0.9816417076034638,22,[0.32758929 0.02977822 0.88918951]
0,4.909090909090909,0.32762899258468325,0.9999718851742381,0.9822608508884642,-0.9993457583086524,23,[ 0.17311008  0.80680383 -0.72505059]
