,block optimize,full optimize,H,beta_factor
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.033615495552633004, 0.03434438794098185, 0.035070655975580164, 0.035794162096928414, 0.03651477106358864, 0.03723235005732379, 0.037950926117080674, 0.03866201082051928, 0.03871213396288229, 0.038712133962882464]]","[[2.593649311820621e-06, 0.03461356213491503, 0.04287039026878521, 0.04555413090915446, 0.046689241120226294, 0.04735896882134849, 0.047863104636161016, 0.04822203048938726, 0.04849283857583008, 0.048691854552093246, 0.04883135681620518, 0.04894114031923843, 0.049023073827296454, 0.04908886848853119, 0.049142784722601814, 0.04918794995294165, 0.049221657135859416, 0.049249504345875716, 0.04927387146031233, 0.04929121628813383, 0.04930635627189166, 0.0493187906147998, 0.04932954242974573, 0.04933921460711728, 0.04934766815266981, 0.049354955757599246, 0.049361185431192375, 0.04936665161111933, 0.0493713960379356, 0.049375663269879966, 0.04937935060641526, 0.04938248013501831, 0.049385176532400155, 0.04938760402458851, 0.04938981061662589, 0.04939148239734244, 0.04939289290496097, 0.0493941719863277, 0.0493953472650898, 0.04939642920554115, 0.0493974270568245]]",250.0,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.04261196537530623, 0.04333562782696284, 0.044056050271542774, 0.044777254657141066, 0.04549076520946306, 0.04620065414139348, 0.046906800380773536, 0.04760908587464963, 0.04830739566141262, 0.04900161793744197, 0.049242764315852616, 0.04924276431585309]]","[[2.593649311820621e-06, 0.04408013944111946, 0.05279330233247717, 0.056737828495556884, 0.05820480019998696, 0.05905014761474928, 0.05959096485722572, 0.06001900796875201, 0.06033459627133833, 0.06057258124780217, 0.060757228184795016, 0.06090305538401472, 0.061013693515661195, 0.061096829199056395, 0.06115971913345909, 0.06121078348255157, 0.0612529534361897, 0.06128640821075706, 0.06131420272199324, 0.06133733052748885, 0.0613562897534491, 0.061372663762672204, 0.06138739929977102, 0.061400009305541146, 0.06140954171942474, 0.06141747804181595, 0.061424547936181476, 0.06143100639550266, 0.06143692273331132, 0.06144208188475433, 0.061446473045829494, 0.06144995284689522, 0.061452569330384496, 0.06145453798627688, 0.061456336280706646, 0.06145798246171217, 0.061459492526792774, 0.06146077999449196, 0.06146191171911715, 0.0614629519339809, 0.061463909707281945]]",318.56874642578344,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.05405976551914032, 0.05477525428380012, 0.05548674415578966, 0.05619411752456681, 0.05689726005512275, 0.05759606075165021, 0.05829041201539382, 0.05898020969666591, 0.05966535314104046, 0.06034574522974007, 0.06102129241427012, 0.061691904745340816, 0.062357495896149404, 0.06257254345083225, 0.06257254345083176]]","[[2.593649311820621e-06, 0.056115238427656595, 0.06485840141718185, 0.0703211053576534, 0.0723537481692218, 0.07343445124538607, 0.07413089679161193, 0.07456850924311229, 0.07490317460869807, 0.07517974832621961, 0.07539038707098247, 0.07555247766918621, 0.07568125322631014, 0.07578260928596904, 0.07586620761619428, 0.07593483373561517, 0.07599091126785179, 0.07603471440679894, 0.07607120613440262, 0.07610179480756911, 0.07612591270449469, 0.07614585531149988, 0.07616300819766561, 0.07618048026993247, 0.07619281621134924, 0.07620277524459261, 0.07621116161716816, 0.07621822596305906, 0.07622437633669675, 0.07622998473015406, 0.07623475549036964, 0.07623900326559317, 0.07624279540602001, 0.07624596719612728, 0.07624886059403826, 0.07625151845475121, 0.07625396392056266, 0.07625621749485663, 0.07625829738206238, 0.07626021977920107, 0.07626199912649596, 0.07626364832329512, 0.07626511485729061, 0.07626632563687105, 0.07626741228464082, 0.07626842252052211, 0.07626932961092676]]",405.9441847971804,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.06860065898583853, 0.06930349683546935, 0.07000142192608909, 0.07069433490262, 0.0713821401977313, 0.07206474606058805, 0.07274206457958779, 0.07341401169912216, 0.07408050723047895, 0.07474147485702803, 0.07539684213378404, 0.07604654048155533, 0.07669050517575815, 0.07732867533010872, 0.0779609938753718, 0.078587407533317, 0.07920786678609665, 0.07937744119051188, 0.07937744119051157]]","[[2.593649311820621e-06, 0.0713940300115114, 0.07991712641612031, 0.0865782765917081, 0.08959286342881133, 0.09100087982885109, 0.09184329353978092, 0.09242964241184672, 0.09283294808222828, 0.09309809019983158, 0.09329996103715249, 0.09346540604140685, 0.09360914598483464, 0.09372677070473015, 0.09381832333803083, 0.09388814938294714, 0.09394592418213489, 0.0939956168449529, 0.09403727563392744, 0.09407227549111265, 0.09410098080992335, 0.09412550308279972, 0.09414647749309822, 0.09416441736158035, 0.09417918808653607, 0.09419148973072199, 0.09420229471652869, 0.09421159262309743, 0.09421946184825063, 0.09422659208031242, 0.09423251448715707, 0.09423756579150264, 0.09424187586109044, 0.09424572887630736, 0.09424916653062701, 0.09425217911398578, 0.09425490461093156, 0.0942572612278125, 0.09425939757363846, 0.09426135546646364, 0.09426315224167493, 0.0942648033466219, 0.09426628970618182, 0.09426760673152791, 0.0942687972255708, 0.09426976978657803]]",517.2845202786974,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.08704581351985011, 0.0877290278716128, 0.08840626515853983, 0.08907745320768162, 0.08974252404795402, 0.0904014138918988, 0.09105406311184991, 0.09170041621070936, 0.09234042178760324, 0.09297403249852655, 0.09360120501234637, 0.0942218999622589, 0.09483608189305148, 0.09544371920435486, 0.09604478409010105, 0.09663925247449848, 0.09722710394473957, 0.0978083216806444, 0.09838289238153904, 0.0989508061905896, 0.09951205661679148, 0.1000666404549129, 0.10042849434395186, 0.10042849434395242]]","[[2.593649311820621e-06, 0.09074676012882858, 0.09893094159267404, 0.1059999410107672, 0.11018916305383765, 0.11224922096506686, 0.113360454068168, 0.11402639218039605, 0.11449428515406163, 0.11484133559219364, 0.1151020685092728, 0.11529917177019189, 0.11543870413777027, 0.11554157367592267, 0.1156238105100407, 0.11568810485214177, 0.11574247457845817, 0.11578992765914603, 0.11583230362141164, 0.11586996700887658, 0.11590228906146688, 0.11592948697924757, 0.11595311461750925, 0.11597195592347945, 0.1159873230788988, 0.11599977966757075, 0.11601003030189343, 0.1160191976116424, 0.11602749305954319, 0.11603482520507132, 0.11604120549749136, 0.11604667323466489, 0.11605144565812657, 0.11605562486455386, 0.11605943313645431, 0.1160629092088682, 0.11606592258795269, 0.11606857337809542, 0.11607095412265422, 0.11607313356826594, 0.11607513147399925, 0.11607686008015722, 0.11607842880856159, 0.11607982033764594, 0.11608110050038414, 0.11608227958092233, 0.11608336678787741, 0.11608437037966297, 0.11608523276869828]]",659.1627246825896,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.11038009119791059, 0.11103314095590527, 0.11167904762727088, 0.11231777813208425, 0.11294930370979683, 0.11357359984374235, 0.11419064618171801, 0.11480042645293914, 0.11540292838167299, 0.11599814359785061, 0.11658606754492859, 0.1171666993852984, 0.1177400419035154, 0.1183061014076408, 0.11886488762892543, 0.11941641362014754, 0.11996069565279702, 0.12049775311339372, 0.12102760839917107, 0.1215502868133084, 0.1220658164599875, 0.1225742281394348, 0.12307555524316502, 0.1235698336496175, 0.12405710162032697, 0.12453739969686257, 0.12501077059860202, 0.1254772591215873, 0.12593691203850108, 0.12638977799997203, 0.12653765472603895, 0.12653765472603895]]","[[2.593649311820621e-06, 0.11517181476974464, 0.12285489791904065, 0.1295283055892482, 0.1345704105461824, 0.1374390576128436, 0.13904147266839104, 0.13997584275716668, 0.1405654288895001, 0.14094799902978303, 0.14122821841832534, 0.1414361435876805, 0.14159827406388342, 0.14172574033251248, 0.14182866042844774, 0.14191034435625907, 0.14197703766867745, 0.14203137867493995, 0.14207690872459916, 0.14211449243526758, 0.14214555062419568, 0.14216969384864836, 0.14219031833711715, 0.1422074320192199, 0.1422215633827763, 0.14223348352901466, 0.14224372190155685, 0.14225301645162053, 0.14226091622789788, 0.14226763075085117, 0.14227351780025776, 0.14227865309008855, 0.14228324926253938, 0.14228733664733, 0.1422909475256556, 0.1422940589039804, 0.14229686705306266, 0.14229943711779292, 0.14230179253467554, 0.1423039506706878, 0.1423058169661688, 0.14230753040718683, 0.14230910539296826, 0.14231050260368136, 0.14231173851615492, 0.1423128754575257, 0.1423138810042509, 0.14231476731676768]]",839.9545715709454,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.13977301994467942, 0.14038052523043262, 0.14097975010749314, 0.14157071438749053, 0.14215344171243297, 0.1427279594225369, 0.1432942984233417, 0.14385249305248865, 0.14440258094637004, 0.14494460290699662, 0.14547860276928948, 0.14600462726905228, 0.14652272591189863, 0.14703295084327278, 0.14753535671984647, 0.14803000058242913, 0.14851694173059146, 0.14899624159913988, 0.14946796363663456, 0.1499321731860392, 0.1503889373676482, 0.15083832496439192, 0.1512804063096541, 0.15171525317762097, 0.1521429386762882, 0.15256353714319895, 0.152977124043933, 0.15338377587338609, 0.15378357005994997, 0.1541804611814648, 0.15456669860721706, 0.15494631688152632, 0.15531939625194677, 0.15568601746266272, 0.15604626167612806, 0.15640021039750404, 0.15674794540207787, 0.15708954866537606, 0.15742510229620596, 0.1577546884723456, 0.15807838937908336, 0.15839628715029075, 0.15843739254164857, 0.15843739254164835]]","[[2.593649311820621e-06, 0.14582658669469312, 0.15279027783870588, 0.15869558123141142, 0.16360520733548076, 0.16709190416966246, 0.16922718695004477, 0.1705343151719381, 0.1713618945555585, 0.17190336574845141, 0.17228469348034256, 0.17255693537593092, 0.17274509227570262, 0.17288487354095422, 0.17299428360755767, 0.17308210606063282, 0.17315010236682007, 0.17320277727840022, 0.17324499607586388, 0.1732805478608734, 0.1733121461487147, 0.17333799921709947, 0.17336019489698914, 0.1733786623327249, 0.17339435047844468, 0.17340762303562013, 0.17341931271037722, 0.17342954603644123, 0.17343776122374704, 0.17344402065638967, 0.1734493412859935, 0.1734539242667198, 0.17345792718356023, 0.1734615526777031, 0.17346484194412334, 0.1734678311197679, 0.17347055197033473, 0.17347303247515033, 0.1734752973265004, 0.17347736835696537, 0.17347926490600166, 0.1734810041351294, 0.17348260129953644, 0.17348406998263435, 0.17348542229904312, 0.173486669070615, 0.17348781997938198, 0.17348883940760249, 0.1734897724028854]]",1070.3330996798484,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.1765507121314197, 0.17709156746171234, 0.17762329439422758, 0.178145976969576, 0.17865970161529426, 0.17916455698299816, 0.17966063378909775, 0.18014802465936766, 0.18062682397742197, 0.18109712773720005, 0.18155903339962765, 0.18201263975337179, 0.18245804677996488, 0.18289535552313024, 0.18332854101912713, 0.1837498806882946, 0.18416343197058438, 0.18456929892342716, 0.18496758607711783, 0.1853583983302377, 0.18574184084938666, 0.18611801897307115, 0.18648703811978945, 0.186849003700198, 0.18720402103334188, 0.18755219526680914, 0.18789363130081962, 0.18822843371610135, 0.18855670670548688, 0.18887855400917544, 0.18919407885352948, 0.18950338389332966, 0.18980657115739083, 0.19010374199746316, 0.1903949970402783, 0.19068043614269226, 0.1909601583497967, 0.19123426185589182, 0.19150284396828746, 0.19176600107369993, 0.1920238286073279, 0.19227642102434334, 0.1925238717738268, 0.19276627327496282, 0.1930037168954641, 0.19323629293210862, 0.19346409059328745, 0.1936871979835154, 0.19390570208976024, 0.19411968876958516, 0.1943292427409281, 0.19453444757351807, 0.19473538568181892, 0.19493213831942874, 0.19512478557480753, 0.1953134063684165, 0.19549807845098, 0.1956788784030167, 0.19585588163538523, 0.19602916239099738, 0.19619879374736698, 0.1963648476202283, 0.19652739476789002, 0.19654609567699569, 0.19654609567699535]]","[[2.593649311820621e-06, 0.18397559218515336, 0.18994091007747724, 0.1948767800718578, 0.1989367884845209, 0.20225135036330305, 0.20468951321400325, 0.20629765664469085, 0.20740086523376056, 0.20811697466164747, 0.2086246032737435, 0.20897549141562927, 0.20924305181385963, 0.2094385222561289, 0.20957690728040151, 0.20968775696951988, 0.20978447165257486, 0.20986326012483703, 0.20992850835305438, 0.20997996310138592, 0.21001970748188503, 0.21004786703849965, 0.2100697165527116, 0.21008827885710804, 0.2101044712501025, 0.21011913583158423, 0.21013218442364864, 0.21014409317305982, 0.2101546896197788, 0.21016386099041018, 0.2101721506051812, 0.21017976006085298, 0.2101867577425074, 0.21019320409836956, 0.2101991191677587, 0.2102043759825144, 0.21020889614677368, 0.21021271641700856, 0.21021603030983055, 0.2102189213430142, 0.21022157586622428, 0.2102239696963988, 0.21022606818645967, 0.2102277899174353, 0.21022910160642905, 0.2102301740340784, 0.21023112522584123]]",1363.8986952921298,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.22210357725242347, 0.22255172115993227, 0.22299059454391684, 0.22342034490691293, 0.22384111964949233, 0.22425306593820227, 0.22465633058033518, 0.22505105990541274, 0.2254373996532016, 0.225815494868082, 0.22618548979968345, 0.22654752780950788, 0.22690175128349405, 0.2272483015502037, 0.2275873188045534, 0.22791894203688495, 0.22824330896716688, 0.2285605559841548, 0.2288708180893444, 0.22917422884551114, 0.2294709203296402, 0.22976102309016963, 0.23004466610818738, 0.23032197676258906, 0.23059308079890856, 0.23085810230171522, 0.23111716367036442, 0.23137038559797435, 0.23161788705348385, 0.23185978526656326, 0.23209619571534335, 0.2323272321166807, 0.2325530064189884, 0.23277362879730817, 0.2329892076506324, 0.23319984960127926, 0.23340565949625625, 0.23360674041039928, 0.23380319365126417, 0.23399511876561985, 0.23418261354745817, 0.234365774047356, 0.23454469458320304, 0.23471946775208657, 0.234890184443334, 0.23505693385257143, 0.23521980349675392, 0.23537887923004164, 0.23553424526051736, 0.23568598416759676, 0.23583417692016362, 0.2359789028952324, 0.23612023989719183, 0.23625826417757972, 0.23639305045516423, 0.23652467193654744, 0.23665676630397406, 0.23678221981652528, 0.23690472054646763, 0.23702433583012544, 0.23714113159921144, 0.2372551724027002, 0.23736652142877493, 0.23747524052683755, 0.23758139022957514, 0.23768502977498598, 0.23778621712842885, 0.2378850090045905, 0.2379814608893943, 0.23807562706183374, 0.23816756061565333, 0.23825731348096532, 0.23834493644564247, 0.23843047917662624, 0.23851399024102854, 0.23859551712701188, 0.23867510626453176, 0.23875280304583646, 0.23882865184574711, 0.23890269604170583, 0.2389749780336209, 0.23904553926340744, 0.23911442023433652, 0.23918166053009934, 0.23924729883362625, 0.2393113729456037, 0.23937391980277806, 0.2394349754959691, 0.2394945752877593, 0.23955275362998565, 0.23960954418092273, 0.23966497982215196, 0.2397190926752022, 0.23977191411790238, 0.23982347480042668, 0.23987380466107744, 0.23992293294181635, 0.23997088820347418, 0.24001769834069794, 0.24006339059665566, 0.24010799157742826, 0.2401515272661668, 0.24019402303692639, 0.2402355036683152, 0.240275993356799, 0.2403155157298103, 0.24035409385855336, 0.2403917502705952, 0.24042850696215698, 0.24046438541019494, 0.24049940658424532, 0.24053359095795582, 0.24056695852048546, 0.2405995287875745, 0.24063132081244293, 0.24066235319641016, 0.24068092087844076, 0.24068092087844054]]","[[2.593649311820621e-06, 0.2308518637903735, 0.23553569242353098, 0.2393174270239679, 0.24237269168731881, 0.24485305790760215, 0.24688221076167752, 0.24848926318077988, 0.24969124704657247, 0.2505536849142929, 0.2511483364112219, 0.25161025105914114, 0.2519684549945096, 0.2521943544422324, 0.25236614652337785, 0.2525162486982055, 0.2526404647608459, 0.2527339785668396, 0.25279844726306455, 0.2528449328264227, 0.2528856870983868, 0.25292228609398937, 0.2529547685515177, 0.2529840254032208, 0.25301054844491494, 0.2530341069804025, 0.2530549635758887, 0.253073579255583, 0.25308934391695465, 0.2531020428380408, 0.25311144493848775, 0.2531188819117127, 0.253123497297363, 0.2531272791043948, 0.25313058229872576, 0.25313348023346044, 0.2531361119205315, 0.25313850579350283, 0.25314068676494555, 0.2531426767295416, 0.2531444949849173, 0.2531461585853725, 0.2531476826405926, 0.25314908056901714, 0.25315036431365034, 0.253151544526602, 0.25315263072748867, 0.2531536314398591, 0.25315455430909267]]",1737.9819904439014,0.5
0,"[[3.467946405879607e-06, 3.467946405879607e-06, 0.27766540288292385, 0.27799504120507257, 0.27831644463869887, 0.27862979809376, 0.2789352835552984, 0.2792330800555313, 0.27952336365155944, 0.2798063074084166, 0.2800820813871403, 0.2803508526375557, 0.28061278519544997, 0.280868040083905, 0.2811167753184678, 0.2813591459159339, 0.2815953039064509, 0.28182539834876896, 0.28204957534830966, 0.2822679780779351, 0.2824807468011395, 0.28268801889749007, 0.2828899288901408, 0.28308660847517525, 0.2832817747086948, 0.28346831420961893, 0.2836500034898302, 0.2838269632117163, 0.2839993113813239, 0.28416716338564185, 0.2843306320307891, 0.28448982758088115, 0.2846448577975899, 0.2847958279801745, 0.2849428410059817, 0.28508599737127627, 0.28522539523235185, 0.28536113044680533, 0.28549329661492057, 0.28562198512114606, 0.2857472851754783, 0.2858692838548561, 0.2859880661443431, 0.286103714978198, 0.2862163112807068, 0.28632593400671874, 0.28643266018191427, 0.286536564942728, 0.2866377215758911, 0.286736201557585, 0.2868320745921661, 0.2869254086504501, 0.28701627000749613, 0.2871047232799525, 0.2871908314628591, 0.28727465596593676, 0.2873562566493493, 0.2874356918589188, 0.2875130184607915, 0.28758829187554286, 0.2876615661116892, 0.28773289379868117, 0.28780232621925717, 0.28786991334127704, 0.28793570384892503, 0.28799974517335003, 0.2880620835227526, 0.28812276391184133, 0.2881818301907497, 0.2882393250733519, 0.2882952901650501, 0.28834976598991807, 0.2884027920173642, 0.28845440668818134, 0.2885046474400541, 0.28855355073253136, 0.28860115207147463, 0.2886474860328902, 0.2886925862863592, 0.2887364856178335, 0.28877921595196904, 0.2888208083739623, 0.2888612931508786, 0.2889006997524525, 0.2889390568714898, 0.28897639244368367, 0.2890127336670795, 0.2890481070209989, 0.2890825382845485, 0.28911605255467804, 0.2891486742638022, 0.2891804271970287, 0.2892113345089162, 0.28924141873985176, 0.28927070183205006, 0.28929920514509944, 0.2893269494712216, 0.28935395505002387, 0.28938024158301223, 0.2894058282476555, 0.2894307337111194, 0.2894549761437099, 0.289478573231882, 0.28950154219099944, 0.28952389977773213, 0.2895456623021523, 0.28956684563952334, 0.28958746524176476, 0.28960753614866713, 0.28962707299879537, 0.2896460900400796, 0.28966460114019904, 0.28968261979665677, 0.2897001591465732, 0.28971723197629806, 0.28973385073070823, 0.289750027522258, 0.28976577413986704, 0.28978110205750657, 0.2897960224425551, 0.28981054616402663, 0.2898246838004681, 0.2898384456477198, 0.2898518417264554, 0.2898648817895337, 0.28987757532912933, 0.28988993158368503, 0.2899019595447091, 0.2899136679633725, 0.2899250653568893, 0.2899361600148459, 0.28994696000519754, 0.28995747318025494, 0.28996770718244175, 0.28997766944988834, 0.28998736722191976, 0.2899968075443605, 0.2900059972747174, 0.2900149430872433, 0.29002365147778436, 0.2900321287686335, 0.29004038111310726, 0.2900484145001179, 0.29005623475856, 0.2900638475615965, 0.2900712584308118, 0.2900784727403095, 0.2900854957206469, 0.29009233246266297, 0.2900989879212402, 0.2901054669189413, 0.2901117741495436, 0.2901179141815333, 0.2901238914613876, 0.29012971031691004, 0.29013537496038133, 0.29014088949164174, 0.290146257901134, 0.290151484072802, 0.29015657178697807, 0.29016152472311246, 0.29016634646253703, 0.29017104049102244, 0.29017561020140165, 0.2901800588959889, 0.2901843897890987, 0.2901886060092911, 0.29019271060176194, 0.2901967065305111, 0.2902005966805736, 0.29020438386004965, 0.2902080708022569, 0.2902116601676645, 0.29021515454589364, 0.2902185564575367, 0.2902218683561025, 0.29022509262972834, 0.29022823160298267, 0.29023128753852107, 0.29023426263879243, 0.29023715904758995, 0.2902399788516675, 0.2902427240822324, 0.29024539671647304, 0.2902479986789371, 0.2902505318429952, 0.2902529980321866, 0.2902553990215411, 0.2902577365388942, 0.29026001226614073, 0.2902622278404443, 0.2902643848554616, 0.29026648486246337, 0.2902685293715429, 0.29027051985260816, 0.2902724577365286, 0.29027434441617206, 0.2902761812473836, 0.2902779695500015, 0.2902797106088259, 0.29028140567450383, 0.29028305596449433, 0.2902846626639248, 0.29028622692647194, 0.29028774987518136, 0.29028923260329564, 0.29029067617500925, 0.29029208162633874, 0.2902934499657569, 0.2902947821750075, 0.2902960792097879, 0.290297342000448, 0.2902985714526606, 0.29030300574513235, 0.2903041659544646, 0.29030529549280715, 0.2903063951716631, 0.290307465781038, 0.2903085080899597, 0.29030952284707545, 0.29031051078119674, 0.29031147260181256, 0.2903124089996048, 0.2903133206469466, 0.29031420819838577, 0.29031507229115194, 0.2903159135455697, 0.29031673256554497, 0.29031752993896875, 0.29031830623815635, 0.29031906202029706, 0.2903197978277879, 0.29032051418867516, 0.29032121161701735, 0.29032189061328073, 0.2903225516646575, 0.29032319524546296, 0.2903238218174301, 0.29032443183009576, 0.2903250257210894, 0.2903256039164553, 0.29032616683095774, 0.29032671486839845, 0.2903272484218863, 0.29032776787413395, 0.2903282735977223, 0.2903287659553865, 0.2903292453002529, 0.2903297119761243, 0.2903301663176763, 0.2903306086507847, 0.2903310392926699, 0.29033145855216896, 0.2903318667299493, 0.2903322641187547, 0.2903326510035557, 0.2903330276618126, 0.2903333943636236, 0.2903337513719768, 0.29033409894290074, 0.2903344373256524, 0.2903347667628885, 0.2903350874908655, 0.2903353997396072, 0.2903357037330426, 0.2903359996891864, 0.29033628782028204, 0.290336568332993, 0.29033684142850785, 0.2903371073026862, 0.29033736614623357, 0.290337618144806, 0.29033786347915586, 0.2903381023252681, 0.29033833485446836, 0.2903385612335775, 0.29033878162498955, 0.29033899618680464, 0.2903392050729813, 0.29033940843337835, 0.2903396064139037, 0.29033979915662633, 0.2903399867998491, 0.29034016947824354, 0.29034034732289027, 0.2903405204614459, 0.2903406890181739, 0.29034085311406177, 0.2903410128669176, 0.2903411683914135, 0.2903413197992136, 0.29034146719901033, 0.29034161069667985, 0.2903417503952405, 0.29034188639502734, 0.2903420187937256, 0.2903421476864184, 0.2903422731657201, 0.29034239532175526, 0.29034251424231233, 0.2903426300128194, 0.2903427427164926, 0.2903428524343122, 0.2903429592451655, 0.2903430632258085, 0.29034316445101027, 0.2903432629935497, 0.29034335892428387, 0.2903434523122202, 0.2903435432245063, 0.290343631726561, 0.2903437178820498, 0.2903438017529662, 0.29034388339966394, 0.2903439628809004, 0.2903440402539025, 0.2903441155743709, 0.2903441888965345, 0.2903442602732106, 0.29034432975578517, 0.29034439739432283, 0.29034446323756097, 0.2903445273329436, 0.29034458972666033, 0.29034465046368496, 0.2903447095878201, 0.29034476714169516, 0.2903448231668074, 0.2903448777035761, 0.29034493079135076, 0.29034498246844953, 0.29034503277214574, 0.29034508173877327, 0.29034512940368495, 0.2903451758013021, 0.29034522096512594, 0.290345264927805, 0.29034530772110667, 0.2903453493759433, 0.29034538992245085, 0.290345429389935, 0.2903454678069496, 0.29034550520128055, 0.29034554159999326, 0.2903455770294353, 0.29034561151524707, 0.290345645082398, 0.2903456777552169, 0.2903457095573705, 0.29034574051190454, 0.2903457706412595, 0.29034579996726495, 0.29034582851122126, 0.2903458562938186, 0.29034588333521455, 0.290345909655051, 0.2903459352724314, 0.2903459602059786, 0.29034598447377613, 0.2903460080935012, 0.2903460310822904, 0.29034605345689124, 0.2903460752335611, 0.2903460964281532, 0.29034611705608676, 0.2903461371324098, 0.290346156671718, 0.29034617568826826, 0.29034619419591656, 0.29034621220815826, 0.29034622973813856, 0.2903462467986493, 0.2903462634021392, 0.2903462795607372, 0.2903462952862457, 0.2903463105901766, 0.290346325483696, 0.29034633997770687, 0.2903463540828133, 0.29034636780935985, 0.29034638116737727, 0.2903463941666695, 0.2903464068167549, 0.29034641912690873, 0.29034643110617325, 0.29034644276333776, 0.29034645410696225, 0.2903464651453912, 0.290346475886723, 0.29034648633886373, 0.29034649650949823, 0.290346506406138]]","[[2.593649311820621e-06, 0.2874457600678021, 0.29064221930423084, 0.29317232649512015, 0.29518403738651183, 0.2967982600460584, 0.29810617374484444, 0.29917728551893863, 0.30006447047370316, 0.3007999155628056, 0.3014022777657013, 0.3018497035987519, 0.3022273598502848, 0.30249596273018803, 0.30271099319317224, 0.30289761603908116, 0.30304202701810545, 0.30313628868062514, 0.303217673931801, 0.30329065872759986, 0.30335644770947534, 0.3034160433601641, 0.3034695404835608, 0.30351788617990616, 0.3035599766352744, 0.30358955309344515, 0.3036053980976318, 0.30361630470188766, 0.3036262389294599, 0.3036353093381793, 0.3036436100851494, 0.3036512231279651, 0.30365822004581566, 0.30366466355331284, 0.3036706087647062, 0.3036761042543246, 0.3036811929498435, 0.3036859128877845, 0.30369029785493057, 0.3036943779348751, 0.30369817997533777, 0.3037017279890455, 0.30370504349868305, 0.3037081458346023, 0.30371105239246565, 0.30371377885682316, 0.30371633939561427, 0.30371874682979066, 0.30372101278157926, 0.3037231478043794, 0.30372516149679657, 0.3037270626029724, 0.30372885910102726, 0.3037305582811683, 0.3037321668148193, 0.3037336908158924, 0.3037351358952069, 0.30373647888727556, 0.30373774856682817, 0.3037389475211833, 0.303740032698586, 0.3037409948767952]]",2214.666976025206,0.5
