,block optimize,full optimize,H,beta_factor
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.22907627650409262, 0.2386815334261075, 0.24672769682424617, 0.25352006220331114, 0.2566414764668781, 0.2566414764668776]]","[[0.015951236572602178, 0.3041563578228683, 0.3247191086557027, 0.3259221535274697, 0.326341792215493, 0.3265496773187864, 0.3266547659982824, 0.32671257378923096, 0.3267478526468058, 0.32676949760072804, 0.326783482890343, 0.3267930661344094, 0.3267997581394111, 0.32680441866219884, 0.32680778351930917, 0.32681019952578283, 0.32681191439303686, 0.32681318129929904, 0.3268140615505095]]",250.0,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.26616380343805957, 0.2729070940679708, 0.2786226128688328, 0.28349116835135707, 0.28765734929864584, 0.2912375949303392, 0.29366488371948574, 0.2936648837194856]]","[[0.015951236572602178, 0.3332029195431454, 0.34910752694055813, 0.3508475822698489, 0.3514155076271021, 0.3516852458833827, 0.3518296966770669, 0.3519134443827334, 0.35195961870073295, 0.3519887311377974, 0.35200729168656314, 0.3520194440474798, 0.3520274048039507, 0.35203286656624894, 0.3520367738769385, 0.35203963670790533, 0.3520417569449228, 0.35204334130813275, 0.35204453436098043, 0.35204543884481604]]",318.56874642578344,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.30706629562470017, 0.3113224018310045, 0.314974148495579, 0.31811948569013415, 0.320831458312014, 0.3231884926375449, 0.325232072222288, 0.32701945419016965, 0.32857570058090974, 0.32994516989175093, 0.33114092858716276, 0.3314515076758524, 0.33145150767585346]]","[[0.015951236572602178, 0.36531840060063187, 0.3761060973683109, 0.3785650741879185, 0.37932210313627795, 0.37963318167557053, 0.379801001223778, 0.37991191929147394, 0.37998519626150673, 0.38003054883569226, 0.38005830751022973, 0.38007721478507484, 0.3800908493523289, 0.38009905055654486, 0.38010446829613465, 0.38010846731327935, 0.38011129520709575, 0.3801134428690916, 0.380115028599115, 0.38011623757915386, 0.38011717217552987]]",405.9441847971804,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.35165173755481927, 0.35394181115799106, 0.3559242758795914, 0.3576509367581835, 0.35916393719209194, 0.36048161796270073, 0.36163671803633074, 0.3626569266843455, 0.3635485555421871, 0.3643342327645721, 0.36502757101572203, 0.3656462223085172, 0.36618774157743905, 0.366667501253537, 0.3670930252064909, 0.36747084501621513, 0.36780664293340787, 0.3681053722764229, 0.368377107388964, 0.368613751906834, 0.3688248030198601, 0.36901316618786595, 0.36918139610333145, 0.3693317422442043, 0.3694207689396448, 0.36942076893964626]]","[[0.015951236572602178, 0.40079466575690664, 0.40700334810139877, 0.40974798298397525, 0.4107551000261417, 0.41127148094898175, 0.41150027037651393, 0.41162742041263506, 0.4117156560554804, 0.41177363293665825, 0.41181252445398026, 0.41183913688352264, 0.4118562817353671, 0.41186795648788327, 0.41187525478679626, 0.4118803553321574, 0.41188422263441843, 0.4118868663419552, 0.41188882200566085, 0.41189027603272416, 0.41189139942534053, 0.4118921855084961]]",517.2845202786974,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.39978665629956905, 0.40071193049714043, 0.4015305452016056, 0.4022453855170965, 0.40287534282152804, 0.4034311998334145, 0.40392225494804024, 0.4043622686203812, 0.40474626578253625, 0.4050865742059189, 0.4053884404444137, 0.4056564373285022, 0.4058945574485673, 0.40610629254156366, 0.40629470109185706, 0.4064624660469667, 0.40661194421678604, 0.40675067603160076, 0.4068692979999956, 0.40697516843501585, 0.4070697050746181, 0.40715416082017886, 0.40722964400674916, 0.4072971360109409, 0.4073575065723386, 0.40741152714704937, 0.40745988256444754, 0.40750318121781176, 0.40754196398603354, 0.4075767120549395, 0.4076078537829527, 0.40763577073527374, 0.4076608029936204, 0.4076832538337183, 0.40770339385031235, 0.40772146459871533, 0.40773768181265096, 0.4077522382504495, 0.4077653062146469, 0.40777703978449265, 0.407787576795598, 0.40779704059675426, 0.4078055416101299, 0.4078131787178743, 0.40782004049523224, 0.4078262063078629, 0.40783174728890215, 0.40783672720947634, 0.4078465375394592, 0.40785051673794465, 0.4078540924774006, 0.40785730579642687, 0.4078601935242921, 0.40786278871860476, 0.4078651210565757, 0.4078672171849472, 0.40786910103300567, 0.4078707940927415, 0.4078723156695977, 0.4078736831070903, 0.4078749119879668, 0.4078760163144596, 0.4078770086698503, 0.40787790036327654, 0.4078787015596666, 0.4078794213961708, 0.40788006808670074, 0.4078806490156864, 0.4078811708222269, 0.4078816394756627, 0.407882060343359, 0.4078824382516433, 0.4078827775404921, 0.4078830821126388, 0.40788335547772214, 0.4078836007919711, 0.4078838208937793, 0.40788401833576177, 0.4078841954135484, 0.407884354191618, 0.40788449652658265, 0.4078846240880988, 0.4078847383776346, 0.40788484074543047, 0.40788493240563334, 0.40788501445003134, 0.4078850878603007, 0.4078851535191058, 0.4078852122200121, 0.40788526467645225, 0.407885311529787, 0.40788535335651277, 0.40788539067479496, 0.4078854239503553, 0.4078854536016923, 0.40788548000486224, 0.40788550349774344, 0.4078855243838588, 0.40788554293584933, 0.4078855593985739, 0.4078855739919213, 0.4078855869132938, 0.40788559833992355, 0.4078856084308491, 0.4078856173288013]]","[[0.015951236572602178, 0.4399205161127044, 0.443334221349481, 0.4455404793338426, 0.44666623954779805, 0.44719387543663675, 0.44754750475294075, 0.44771390312605286, 0.4478245894736335, 0.44790899410900853, 0.4479744069716336, 0.44802129030035237, 0.4480543324276111, 0.4480789943601637, 0.44809581841661406, 0.4481079828695806, 0.44811606151807587, 0.44812122226624806, 0.4481244187558786, 0.4481264170607179, 0.448127930375209, 0.4481289836048894, 0.44812977281414274]]",659.1627246825896,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.45137071428301045, 0.4515572408861815, 0.4517228149308449, 0.45186987926518324, 0.4520005777986841, 0.452116794324356, 0.4522201859428545, 0.45231221189615783, 0.45239949651101, 0.4524723069816328, 0.4525371939628121, 0.4525950412143771, 0.45264663054581666, 0.4526926541037771, 0.4527337250968001, 0.4527703871687894, 0.4528031226020516, 0.4528323595049121, 0.45285847811699875, 0.45288181634680547, 0.45290267464007294, 0.45292132026436116, 0.45293799108342625, 0.4529528988852424, 0.45296623231906175, 0.45297815948959697, 0.45298883025021697, 0.45299837823162004, 0.4530069226377935, 0.45301456983702837, 0.45302141477235736, 0.4530275422126471, 0.45303302786302757, 0.453037939351041, 0.45304233710285047, 0.4530462751222081, 0.45304980168328013, 0.45305295994717015, 0.45305578851074263, 0.45305832189540685, 0.45306059098263374, 0.4530626234020842, 0.453064443877672, 0.45306607453625825, 0.4530675351830157, 0.45306884354722043, 0.45307001550163706, 0.45307106525846985, 0.45307200554433713, 0.45307284775662576, 0.4530736021032057, 0.45307427772731823, 0.4530748828192081, 0.4530754247159493, 0.453075909990746, 0.4530763445327767, 0.45307673361867606, 0.4530770819764225, 0.45307739384260104, 0.45307767301360813, 0.45307792289146653, 0.4530781465249082, 0.45307834664610835, 0.453078525703602, 0.4530786858917416, 0.4530788291771233, 0.45307895732221914, 0.45307907190657204, 0.4530791743457611, 0.4530792659084215, 0.45307934773147734, 0.45307942083379266, 0.4530794861284131, 0.4530795444335388, 0.4530795964823342, 0.4530796429317656, 0.4530796843704648, 0.4530797213258435, 0.45307975427039165, 0.4530797836274308, 0.4530798097761438, 0.45307983305618754, 0.4530798537717906, 0.4530798721954028, 0.45307988857100867, 0.4530799031170853, 0.45307991602922526, 0.45307992748253584, 0.45307993763374665, 0.45307994662314044]]","[[0.015951236572602178, 0.48291021969083514, 0.48552214449246917, 0.48702740730807387, 0.4879460638920045, 0.48854368887660476, 0.48885343341768156, 0.4890583331355492, 0.48917032849755937, 0.4892369112009629, 0.4892881219003449, 0.4893285046796787, 0.48936092011937926, 0.489387264768981, 0.4894089018691029, 0.4894264487787406, 0.48943981240144924, 0.48944960186738995, 0.4894570078952687, 0.489462773300782, 0.4894667657714993, 0.48946954638745505, 0.48947149293788006, 0.489472610139555, 0.4894734355549284]]",839.9545715709454,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.5062557742587356, 0.5062592415716091, 0.5062623481589126, 0.5062651314231227, 0.5062676249172628, 0.5062698587362167, 0.5062718598689622, 0.5062736525156624, 0.5062752583729039, 0.5062766968902216, 0.5062779855007773, 0.5062791398286927, 0.5062801738753099, 0.5062811001865345, 0.5062819300031628, 0.5062826733957879, 0.5062833393859472, 0.5062839360548432, 0.5062844706408804, 0.50628494962719, 0.5062853788201308, 0.5062857634196811, 0.5062861080825757, 0.5062864169788982, 0.5062866938428041, 0.5062869420180134, 0.5062871644985547, 0.5062873639653045, 0.5062875428186592, 0.5062877032079134, 0.5062878470574823, 0.5062879760904414, 0.5062880918495851, 0.5062881957163179, 0.5062882889275375, 0.5062883725907682, 0.5062884476977285, 0.5062885151364369, 0.5062885757021189, 0.5062886301068725, 0.5062886789884468, 0.5062887229179693, 0.5062887624069724, 0.5062887979136255, 0.5062888298483057, 0.5062888585786449, 0.5062888844339668, 0.5062889077093266, 0.5062889286690871, 0.5062889475501421, 0.50628896456478, 0.5062889799032505, 0.506288993736101, 0.5062890062162024, 0.5062890174806172, 0.5062890276522432, 0.5062890368412933]]","[[0.015951236572602178, 0.5298796856519096, 0.5333458970400816, 0.5349552208184453, 0.5356507091993264, 0.5359882972806912, 0.5362035648023673, 0.5363543764431535, 0.5364649624631188, 0.5365541531222346, 0.5366258409278298, 0.5366690814151699, 0.536689748181356, 0.5367062718427147, 0.5367192163656834, 0.5367297278373634, 0.5367381665374853, 0.536744983202088, 0.536750760550549, 0.5367556940913314, 0.5367599357331071, 0.5367636050778055, 0.5367667142930641, 0.5367693689511088, 0.5367715734814447, 0.5367733990971737, 0.5367749542890278, 0.536776200817765, 0.5367772783509314, 0.5367782467301069]]",1070.3330996798484,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.5641805512807023, 0.5644163431851058, 0.5646326840199954, 0.5648276882401554, 0.565003350937845, 0.5651614974120618, 0.5653037950394102, 0.5654317647249834, 0.565546791874389, 0.5656501368446316, 0.5657429448461502, 0.5658262552804978, 0.5659010105082717, 0.5659680640504545, 0.5660281882328106, 0.5660820812884524, 0.5661303739378318, 0.5661736354681159, 0.5662123793364274, 0.5662470683224359, 0.5662781192567383, 0.566305907351519, 0.5663307701599061, 0.5663530111898973, 0.5663729031978506, 0.5663906911857729, 0.5664065951253733, 0.5664208124307095, 0.5664335202001403, 0.566444877246818, 0.5664550259359201, 0.566464093845414, 0.5664721952659728, 0.566479432554589, 0.5664858973551348, 0.5664916716982447, 0.56649682899171, 0.5665014349118009, 0.5665055482048971, 0.5665092214080593, 0.5665125014964554, 0.5665154304647486, 0.5665180458488837, 0.566520381194356, 0.566522466476072, 0.5665243284747867, 0.5665259911145405, 0.5665274757648542, 0.5665288015114643, 0.5665299853987213, 0.5665310426465092, 0.5665319868444028, 0.5665328301254259, 0.5665335833213537, 0.566534256101697, 0.5665348570979206, 0.5665353940144896, 0.5665358737281536, 0.566536302376601, 0.5665366854377443, 0.5665324127842406]]","[[0.015951236572602178, 0.580742403454246, 0.5861681935287824, 0.5886879730557207, 0.5896969671218683, 0.5900333410652906, 0.5901687621452425, 0.5902312369490986, 0.5902659655421163, 0.5902879887020931, 0.590303311108776, 0.5903145895307657, 0.5903232336763564, 0.5903300872207767, 0.5903356450882021, 0.5903402400116387, 0.5903441057028593, 0.5903474116812634, 0.5903502840165487, 0.5903528184431167, 0.5903550890360477, 0.5903562304876839, 0.5903569641369616]]",1363.8986952921298,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.6246034462977175, 0.6253088536583211, 0.6259488296019444, 0.6265287765386791, 0.627053751459269, 0.6275284726012592, 0.6279573286849673, 0.6283443902224768, 0.6286934224408259, 0.6290078994032686, 0.6292910189584127, 0.6295457181930821, 0.629774689110357, 0.6299803942975812, 0.6301650823895872, 0.6303308031697378, 0.6304794221843797, 0.6306126347762271, 0.6307279673990087, 0.6308346808261438, 0.6309301885704892, 0.6310156318588068, 0.631092041443303, 0.6311603473618175, 0.6312213879899014, 0.6312759184094721, 0.6313246181232697, 0.6313680981472202, 0.6314069075153075, 0.6314415392321013, 0.6314724357089323, 0.6314999937189727, 0.6315245689061089, 0.6315464798811161, 0.6315660119374671, 0.6315834204174413, 0.6315989337575466, 0.6316127562406474, 0.6316250704802485, 0.6316360396606768, 0.6316458095554047, 0.6316545103437283, 0.631662258244613, 0.63166915698513, 0.6316752991190941, 0.6316807672105484, 0.6316856348951898, 0.6316899678318392, 0.6316938245548229, 0.6316972572372823, 0.631700312374285, 0.6317030313939604, 0.6317054512040707, 0.6317076046804517, 0.6317095211036264, 0.631711226548694, 0.6317127442335595, 0.6317140948297455, 0.6317152967398849, 0.6317163663451362, 0.6317173182260781, 0.6317181653595237, 0.6317189192941453, 0.6317195903068952, 0.6317201875425444, 0.6317207191379471, 0.6317211923327581, 0.6317216135680833, 0.631721988574367, 0.6317223224495505, 0.6317226197288365, 0.6317228844466509, 0.6317231201919089, 0.6317233301570998, 0.6317235171821125, 0.6317236837931173, 0.6317238322372428, 0.631723964513379, 0.631724082399628, 0.6317241874777095, 0.6317242811546615, 0.6317243646821626, 0.6317244391736956, 0.6317245056198882, 0.6317245649020083, 0.6317246178041636, 0.6317246650239702, 0.6317247071821561, 0.6317247448310633, 0.631724778462196, 0.6317248085129656, 0.6317248353726695, 0.6317248593878, 0.6317248808667626, 0.6317249000841404, 0.6317249172843566, 0.6317249326850629, 0.6317249464800734, 0.6317249588419758, 0.6317249699245058, 0.631724979864618]]","[[0.015951236572602178, 0.6350998973737517, 0.642908194035375, 0.6468593897358098, 0.6486436778784697, 0.6492890000288036, 0.6495263436595885, 0.6496205897984539, 0.6496613637061682, 0.6496803046885934, 0.6496895561436995, 0.6496945162287779, 0.6496973004427088, 0.649698909616897, 0.6496998731169092]]",1737.9819904439014,1.0
0,"[[6.094940555289486e-05, 6.094940555289486e-05, 0.6865875009609432, 0.6877792476124385, 0.6888655525473413, 0.6898542242664683, 0.6907527169569636, 0.6915681130298215, 0.6923071117310793, 0.6929760233092405, 0.693577517509067, 0.694123369245599, 0.6946157420333567, 0.6950594225927513, 0.6954588416428135, 0.6958180886603276, 0.6961409280828151, 0.6964308165029707, 0.6966909204584779, 0.6969241344770711, 0.6971330990908514, 0.6973202185847287, 0.6974876782902546, 0.6976374612779119, 0.6977713643378582, 0.6978910131707979, 0.6979978767381358, 0.6980932807429794, 0.6981784202325152, 0.6982543713273317, 0.6983221020950372, 0.6983824825949205, 0.6984362941270283, 0.6984842377238594, 0.6985269419261939, 0.6985649698861771, 0.6985988258416671, 0.6986289610056275, 0.6986557789135919, 0.6986796402708353, 0.698700867339282, 0.698719747902205, 0.698736538842587, 0.6987514693689527, 0.6987647439200988, 0.6987765447780003, 0.6987870344159544, 0.6987963576069524, 0.6988010175318506, 0.6988083410875661, 0.6988148467710347, 0.698820625439482, 0.6988257579439748, 0.698830316216478, 0.6988343642413062, 0.698837958922905, 0.6988411508605984, 0.6988439850400601, 0.6988465014501358, 0.6988487356329343, 0.6988507191741626, 0.6988524801401308, 0.6988540434670762, 0.6988554313078723, 0.6988566633407547, 0.6988577570441556, 0.6988587279412999, 0.6988595898177778, 0.6988603549151935, 0.6988610341033035, 0.6988616370331775, 0.6988621722732931, 0.698862647430598, 0.6988630692580458, 0.698863443750235, 0.6988637762282931, 0.6988640714154373, 0.6988643335039526, 0.6988645662148105, 0.6988647728505248, 0.6988649563421978, 0.6988651192911781, 0.6988652640061729, 0.6988653925361096, 0.6988655066993651, 0.698865608109686, 0.6988656981992225, 0.6988657782389514, 0.6988658493568183, 0.6988659125538406, 0.6988659687184129, 0.6988660186389545, 0.6988660630152004, 0.698866102468178, 0.6988661375490548, 0.698866168747049, 0.6988661964963514, 0.6988662211823709, 0.6988662431472068, 0.6988662626945196, 0.698866280093895, 0.6988662955846352, 0.6988663093792006, 0.6988663216662161, 0.6988663326131643, 0.6988663423687562]]","[[0.015951236572602178, 0.6921014021144581, 0.7020183620569121, 0.7074319654805029, 0.7101319985124962, 0.7113105678035218, 0.7117425114229877, 0.7119227786555274, 0.7120002051042118, 0.7120360210983332, 0.7120530183569966, 0.7120616514312358, 0.7120661978866188, 0.7120686954823782, 0.7120700992248337, 0.7120709025766402]]",2214.666976025206,1.0
